row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2020,Năm 2019,numeric__Mối quan hệ,numeric__Năm 2020,numeric__Năm 2019
,,,Mối quan hệ,VND,VND,,,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,495.200.628,565.490.886,,495200628.0,565490886.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,56.821.272,40.807.277,,56821272.0,40807277.0
Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty con,36.720.000,26.020.000,,36720000.0,26020000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,122.460.182,120.000.000,,122460182.0,120000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,-,67.072.600,,,67072600.0
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty liên kết,279.199.174,311.591.009,,279199174.0,311591009.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,3.400.698.632,2.874.883.240,,3400698632.0,2874883240.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,650.054.796,470.875.343,,650054796.0,470875343.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,-,626.076.391,,,626076391.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,2.725.657.534,1.777.931.506,,2725657534.0,1777931506.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,24.986.302,-,,24986302.0,
Cổ tức,Cổ tức,Cổ tức,,89.443.737.500,80.314.655.000,,89443737500.0,80314655000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,46.962.400.000,29.976.000.000,,46962400000.0,29976000000.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,15.836.625.000,15.082.500.000,,15836625000.0,15082500000.0
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty liên kết,20.744.712.500,24.193.655.000,,20744712500.0,24193655000.0
Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty con,5.900.000.000,11.062.500.000,,5900000000.0,11062500000.0
Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,,5.617.255.533,17.745.299.717,,5617255533.0,17745299717.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,17.424.658,1.161.978.084,,17424658.0,1161978084.0
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,-,1.503.671.231,,,1503671231.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,670.833.335,430.560.977,,670833335.0,430560977.0
Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty Cổ phần Sacom - Tuyên Lâm,Công ty con,4.366.661.918,13.923.801.754,,4366661918.0,13923801754.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,31.849.315,-,,31849315.0,
Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty con,530.486.307,487.205.479,,530486307.0,487205479.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,-,238.082.192,,,238082192.0
