row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,
- Kinh phí công đoàn,a) Ngắn hạn > - Kinh phí công đoàn,- Kinh phí công đoàn,355.848.226,-,355848226.0,
- Ký quỹ để chuyển nhượng khoản đầu tư\( ^{(1)} \),a) Ngắn hạn > - Ký quỹ để chuyển nhượng khoản đầu tư\( ^{(1)} \),- Ký quỹ để chuyển nhượng khoản đầu tư\( ^{(1)} \),5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
- Nhận vốn góp hợp đồng hợp tác đầu tư\( ^{(2)} \),a) Ngắn hạn > - Nhận vốn góp hợp đồng hợp tác đầu tư\( ^{(2)} \),- Nhận vốn góp hợp đồng hợp tác đầu tư\( ^{(2)} \),273.926.351.000,832.500.000.000,273926351000.0,832500000000.0
- Chỉ phí lãi từ hợp đồng hợp tác đầu tư,a) Ngắn hạn > - Chỉ phí lãi từ hợp đồng hợp tác đầu tư,- Chỉ phí lãi từ hợp đồng hợp tác đầu tư,103.095.056.399,40.852.554.794,103095056399.0,40852554794.0
- Chỉ phí lãi vay,a) Ngắn hạn > - Chỉ phí lãi vay,- Chỉ phí lãi vay,7.483.745.792,6.585.782.302,7483745792.0,6585782302.0
- Cổ tức,a) Ngắn hạn > - Cổ tức,- Cổ tức,1.372.031.029,1.372.031.029,1372031029.0,1372031029.0
"- Các khoản phải trả, phải nộp khác","a) Ngắn hạn > - Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",1.216.855.602,15.475.578.962,1216855602.0,15475578962.0
,,,392.449.888.048,901.785.947.087,392449888048.0,901785947087.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
"- Các khoản phải trả, phải nộp khác","b) Dài hạn > - Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",380.000.000,530.000.000,380000000.0,530000000.0
,,,380.000.000,530.000.000,380000000.0,530000000.0
c) Trong đó: Phải trả khác là các bên liên quan,b) Dài hạn > c) Trong đó: Phải trả khác là các bên liên quan,c) Trong đó: Phải trả khác là các bên liên quan,196.872.786.581,29.302.391.891,196872786581.0,29302391891.0
