row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2020,Năm 2019,numeric__Mối quan hệ,numeric__Năm 2020,numeric__Năm 2019
,,,Mối quan hệ,VND,VND,,,
Góp vốn,Góp vốn,Góp vốn,,163.004.700.000,60.110.000.000,,163004700000.0,60110000000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,-,21.000.000.000,,,21000000000.0
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,163.004.700.000,-,,163004700000.0,
Thoái vốn,Thoái vốn,Thoái vốn,,62.200.000.000,-,,62200000000.0,
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,62.200.000.000,-,,62200000000.0,
Lãi hợp tác đầu tư phải trả,Lãi hợp tác đầu tư phải trả,Lãi hợp tác đầu tư phải trả,,10.832.569.863,7.716.609.589,,10832569863.0,7716609589.0
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,10.832.569.863,7.716.609.589,,10832569863.0,7716609589.0
Lãi hợp tác đầu tư phải thu,Lãi hợp tác đầu tư phải thu,Lãi hợp tác đầu tư phải thu,,1.140.198.521,-,,1140198521.0,
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,1.140.198.521,-,,1140198521.0,
Nhận nợ vay,Nhận nợ vay,Nhận nợ vay,,522.274.000.000,203.800.000.000,,522274000000.0,203800000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,4.000.000.000,115.800.000.000,,4000000000.0,115800000000.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,40.000.000.000,10.000.000.000,,40000000000.0,10000000000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,5.000.000.000,5.000.000.000,,5000000000.0,5000000000.0
Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty TNHH Sacom Chip Sáng,Công ty con,4.500.000.000,13.000.000.000,,4500000000.0,13000000000.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,-,18.000.000.000,,,18000000000.0
Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty con,468.774.000.000,42.000.000.000,,468774000000.0,42000000000.0
Trả nợ vay,Trả nợ vay,Trả nợ vay,,44.000.000.000,239.300.000.000,,44000000000.0,239300000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,4.000.000.000,149.300.000.000,,4000000000.0,149300000000.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,40.000.000.000,15.000.000.000,,40000000000.0,15000000000.0
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,-,57.000.000.000,,,57000000000.0
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,Công ty liên kết,-,18.000.000.000,,,18000000000.0
Cho vay,Cho vay,Cho vay,,27.000.000.000,111.000.000.000,,27000000000.0,111000000000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,-,47.000.000.000,,,47000000000.0
Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty con,-,64.000.000.000,,,64000000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,27.000.000.000,-,,27000000000.0,
Thu lại tiền cho vay,Thu lại tiền cho vay,Thu lại tiền cho vay,,66.000.000.000,85.100.000.000,,66000000000.0,85100000000.0
Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty con,39.000.000.000,37.000.000.000,,39000000000.0,37000000000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,-,48.100.000.000,,,48100000000.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,27.000.000.000,-,,27000000000.0,
Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,,28.473.253.317,-,,28473253317.0,
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,28.473.253.317,-,,28473253317.0,
Tạm ứng,Tạm ứng,Tạm ứng,,5.950.000.000,23.800.000.000,,5950000000.0,23800000000.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Bên liên quan,5.950.000.000,23.800.000.000,,5950000000.0,23800000000.0
