row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,15,4.969.090.908,2.588.863.636,,15.0,4969090908.0,2588863636.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,4.969.090.908,2.588.863.636,,,4969090908.0,2588863636.0
11,02 > 11,11,4. Giá vốn hàng bán,16,-,58.228.752,,16.0,,58228752.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,4.969.090.908,2.530.634.884,,,4969090908.0,2530634884.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,17,204.566.193.842,243.319.754.123,,17.0,204566193842.0,243319754123.0
22,02 > 22,22,7. Chỉ phí tài chính,18,(26.751.199.178),178.983.645.019,,18.0,-26751199178.0,178983645019.0
23,02 > 23,23,Trong đó: Chỉ phí lãi vay,,20.469.437.122,57.903.725.645,,,20469437122.0,57903725645.0
25,25,25,8. Chỉ phí bán hàng,,-,-,,,,
26,25 > 26,26,9. Chỉ phí quản lý doanh nghiệp,19,16.351.570.155,19.697.852.133,,19.0,16351570155.0,19697852133.0
30,25 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,219.934.913.773,47.168.891.855,,,219934913773.0,47168891855.0
31,25 > 31,31,11. Thu nhập khác,,90.909.091,60.778.709,,,90909091.0,60778709.0
32,25 > 32,32,12. Chỉ phí khác,,3.807.267,-,,,3807267.0,
40,25 > 40,40,13. Lợi nhuận khác,,87.101.824,60.778.709,,,87101824.0,60778709.0
50,25 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,220.022.015.597,47.229.670.564,,,220022015597.0,47229670564.0
51,25 > 51,51,15. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,20,12.290.234.718,-,,20.0,12290234718.0,
52,25 > 52,52,16. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,21.b,146.332.796,(146.332.796),,,146332796.0,-146332796.0
60,25 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,207.585.448.083,47.376.003.360,,,207585448083.0,47376003360.0
