row_label_raw,row_label_full,Ông Trần Việt Anh,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Minh Tùng,Ông Nguyễn Minh Tùng,Ông Nguyễn Minh Tùng,Phó Tổng Giám đốc,Bổ nhiệm ngày 31/12/2020,,
Ông Phương Thành Long,Ông Phương Thành Long,Ông Phương Thành Long,Phó Tổng Giám đốc,Miễn nhiệm ngày 25/09/2020,,
