row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
,,,VND,VND,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,2.565.045.400.000,2.490.362.630.000,2565045400000.0,2490362630000.0
- Vốn góp đầu năm,- Vốn góp đầu năm,- Vốn góp đầu năm,2.565.045.400.000,2.490.362.630.000,2565045400000.0,2490362630000.0
- Vốn góp tăng trong năm,- Vốn góp tăng trong năm,- Vốn góp tăng trong năm,-,74.682.770.000,,74682770000.0
- Vốn góp cuối năm,- Vốn góp cuối năm,- Vốn góp cuối năm,2.565.045.400.000,2.565.045.400.000,2565045400000.0,2565045400000.0
"Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:",-,-,,
"- Cổ tức, lợi nhuận phải trả đầu năm","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận phải trả đầu năm","- Cổ tức, lợi nhuận phải trả đầu năm",1.372.031.029,1.373.514.169,1372031029.0,1373514169.0
"- Cổ tức, lợi nhuận đã chi trả bằng tiền","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận đã chi trả bằng tiền","- Cổ tức, lợi nhuận đã chi trả bằng tiền",-,(1.483.140),,-1483140.0
"+ Cổ tức, lợi nhuận chia trên lợi nhuận năm trước","Cổ tức, lợi nhuận: > + Cổ tức, lợi nhuận chia trên lợi nhuận năm trước","+ Cổ tức, lợi nhuận chia trên lợi nhuận năm trước",-,(1.483.140),,-1483140.0
"- Cổ tức, lợi nhuận còn phải trả cuối năm","Cổ tức, lợi nhuận: > - Cổ tức, lợi nhuận còn phải trả cuối năm","- Cổ tức, lợi nhuận còn phải trả cuối năm",1.372.031.029,1.372.031.029,1372031029.0,1372031029.0
