row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020 (đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 (đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.218.187.981.652,5.009.560.441.646,,,4218187981652.0,5009560441646.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,1.320.550.312.115,2.083.394.044.179,,3.0,1320550312115.0,2083394044179.0
111,111,111,1. Tiền,,764.460.924.756,979.378.705.972,,,764460924756.0,979378705972.0
112,112,112,2. Các khoản tương đương tiền,,556.089.387.359,1.104.015.338.207,,,556089387359.0,1104015338207.0
130,130,130,II. Các khoản phải thu ngắn hạn,,615.338.070.693,738.031.708.565,,,615338070693.0,738031708565.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,428.351.218.847,516.902.288.649,,5.0,428351218847.0,516902288649.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,118.511.931.265,139.257.727.107,,6.0,118511931265.0,139257727107.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,15.332.200.216,15.332.200.216,,8.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,7,111.548.557.731,101.192.334.818,,7.0,111548557731.0,101192334818.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(58.405.837.366),(34.652.842.225),,,-58405837366.0,-34652842225.0
140,140,140,III. Hàng tồn kho,10,2.053.346.815.311,2.019.666.589.104,,10.0,2053346815311.0,2019666589104.0
141,141,141,1. Hàng tồn kho,,2.087.398.807.524,2.042.778.983.213,,,2087398807524.0,2042778983213.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(34.051.992.213),(23.112.394.109),,,-34051992213.0,-23112394109.0
150,150,150,IV. Tài sản ngắn hạn khác,,228.952.783.533,168.468.099.798,,,228952783533.0,168468099798.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,13.627.061.226,7.757.235.031,,11.0,13627061226.0,7757235031.0
152,152,152,2. Thuế GTGT được khấu trừ,,167.794.552.842,114.667.750.232,,,167794552842.0,114667750232.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,47.531.169.465,46.043.114.535,,18.0,47531169465.0,46043114535.0
