row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020 (đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 (đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,12.755.535.082.381,10.516.574.112.281,,,12755535082381.0,10516574112281.0
210,210,210,I. Các khoản phải thu dài hạn,,207.605.494.455,225.210.683.440,,,207605494455.0,225210683440.0
216,216,216,1. Phải thu dài hạn khác,7,207.605.494.455,225.210.683.440,,7.0,207605494455.0,225210683440.0
220,220,220,II . Tài sản cố định,,2.082.435.248.337,2.158.558.078.376,,,2082435248337.0,2158558078376.0
221,221,221,1. Tài sản cố định hữu hình,12,1.937.967.929.728,2.010.744.453.664,,12.0,1937967929728.0,2010744453664.0
222,222,222,- Nguyên giá,,4.008.144.049.215,3.888.247.260.749,,,4008144049215.0,3888247260749.0
223,223,223,- Giá trị hao mòn luỹ kế,,(2.070.176.119.487),(1.877.502.807.085),,,-2070176119487.0,-1877502807085.0
224,224,224,2. Tài sản cố định thuê tài chính,13,4.218.264.192,4.573.259.919,,13.0,4218264192.0,4573259919.0
225,225,225,- Nguyên giá,,8.663.129.491,7.597.658.582,,,8663129491.0,7597658582.0
226,226,226,- Giá trị hao mòn luỹ kế,,(4.444.865.299),(3.024.398.663),,,-4444865299.0,-3024398663.0
227,227,227,3. Tài sản cố định vô hình,14,140.249.054.417,143.240.364.793,,14.0,140249054417.0,143240364793.0
228,228,228,- Nguyên giá,,168.284.167.812,168.814.076.205,,,168284167812.0,168814076205.0
229,229,229,- Giá trị hao mòn luỹ kế,,(28.035.113.395),(25.573.711.412),,,-28035113395.0,-25573711412.0
230,230,230,III. Bất động sản đầu tư,15,5.465.043.588.414,4.785.586.266.277,,15.0,5465043588414.0,4785586266277.0
231,231,231,- Nguyên giá,,6.313.460.272.156,5.497.626.574.237,,,6313460272156.0,5497626574237.0
232,232,232,- Giá trị hao mòn luỹ kế,,(848.416.683.742),(712.040.307.960),,,-848416683742.0,-712040307960.0
240,240,240,IV. Tài sản dở dang dài hạn,,3.010.006.990.723,1.499.608.462.178,,,3010006990723.0,1499608462178.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,3.010.006.990.723,1.499.608.462.178,,16.0,3010006990723.0,1499608462178.0
250,250,250,V. Đầu tư tài chính dài hạn,4,1.786.321.466.677,1.588.810.969.732,,4.0,1786321466677.0,1588810969732.0
251,251,251,1. Đầu tư vào công ty con,,1.362.780.275.905,1.163.116.665.740,,,1362780275905.0,1163116665740.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,734.873.576.040,711.558.712.639,,,734873576040.0,711558712639.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,8.242.682.344,8.242.682.344,,,8242682344.0,8242682344.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(319.657.367.612),(294.189.390.991),,,-319657367612.0,-294189390991.0
255,255,255,5. Đầu tư nấm giữ đến ngày đáo hạn,,82.300.000,82.300.000,,,82300000.0,82300000.0
260,260,260,VI. Tài sản dài hạn khác,,204.122.293.775,258.799.652.278,,,204122293775.0,258799652278.0
261,261,261,1. Chi phí trả trước dài hạn,11,201.481.255.202,258.799.652.278,,11.0,201481255202.0,258799652278.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,39,2.641.038.573,-,,39.0,2641038573.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,16.973.723.064.033,15.526.134.553.927,,,16973723064033.0,15526134553927.0
