row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty TNHH Thiết bị Hệ thống L.P.G,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thiết bị Hệ thống L.P.G,- Công ty TNHH Thiết bị Hệ thống L.P.G,20.717.376.256,20.717.376.256,25.284.481.202,25.284.481.202,20717376256.0,20717376256.0,25284481202.0,25284481202.0
- Công ty TNHH ECOBA Công nghệ môi trường,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH ECOBA Công nghệ môi trường,- Công ty TNHH ECOBA Công nghệ môi trường,17.746.855.733,17.746.855.733,3.602.942.487,3.602.942.487,17746855733.0,17746855733.0,3602942487.0,3602942487.0
- Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,- Công ty Cổ phần Đầu tư và Khai thác Ninh Giang,54.929.025.525,54.929.025.525,762.221.531,762.221.531,54929025525.0,54929025525.0,762221531.0,762221531.0
- Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,- Công ty TNHH Đầu tư xây dựng và Công nghệ môi trường Dương Nhật,18.577.904.000,18.577.904.000,-,-,18577904000.0,18577904000.0,,
- Mitsui Vietnam Ltd,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Mitsui Vietnam Ltd,- Mitsui Vietnam Ltd,6.449.058.000,6.449.058.000,4.337.759.250,4.337.759.250,6449058000.0,6449058000.0,4337759250.0,4337759250.0
- Công ty TNHH Bình Yên,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bình Yên,- Công ty TNHH Bình Yên,4.627.030.780,4.627.030.780,5.834.568.280,5.834.568.280,4627030780.0,4627030780.0,5834568280.0,5834568280.0
- Công ty Cổ phần Thương mại Viglacera,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,32.413.187.190,32.413.187.190,31.690.382.474,31.690.382.474,32413187190.0,32413187190.0,31690382474.0,31690382474.0
- Công ty TNHH Xây dựng Tiên Du,Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,39.892.118.042,39.892.118.042,37.553.211.358,37.553.211.358,39892118042.0,39892118042.0,37553211358.0,37553211358.0
