row_label_raw,row_label_full,Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,31/12/2020 > Giá trịVND > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,31/12/2020 > Dự phòng > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,01/01/2020 (đã điều chỉnh) > Giá trịVND > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,01/01/2020 (đã điều chỉnh) > Dự phòng > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__31/12/2020 > Giá trịVND > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__31/12/2020 > Dự phòng > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__01/01/2020 (đã điều chỉnh) > Giá trịVND > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__01/01/2020 (đã điều chỉnh) > Dự phòng > Phải thu của khách hàng chi tiết theo nội dung có số dư lớn
"- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà",126.429.240.648,(1.122.021.527),188.944.255.123,-,126429240648.0,-1122021527.0,188944255123.0,
"- Khách hàng thuê hạtầng KCN, nhàxưởng","- Khách hàng thuê hạtầng KCN, nhàxưởng","- Khách hàng thuê hạtầng KCN, nhàxưởng",158.807.545.036,(7.160.060.796),168.435.604.121,(9.564.216.305),158807545036.0,-7160060796.0,168435604121.0,-9564216305.0
- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,143.114.433.163,(20.093.659.807),159.522.429.405,(16.688.073.898),143114433163.0,-20093659807.0,159522429405.0,-16688073898.0
,,,428.351.218.847,(28.375.742.130),516.902.288.649,(26.252.290.203),428351218847.0,-28375742130.0,516902288649.0,-26252290203.0
