row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 (đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 (đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,10.799.151.160.402,9.399.152.304.954,,,10799151160402.0,9399152304954.0
310,310,310,I. Nợ ngắn hạn,,4.215.319.566.842,3.401.131.986.747,,,4215319566842.0,3401131986747.0
311,311,311,1. Phải trả người bán ngắn hạn,17,613.163.785.088,571.610.787.163,,17.0,613163785088.0,571610787163.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,1.990.592.438.829,1.447.511.885.345,,19.0,1990592438829.0,1447511885345.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,120.186.220.356,92.497.823.953,,18.0,120186220356.0,92497823953.0
314,314,314,4. Phải trả người lao động,,91.627.260.716,83.269.810.757,,,91627260716.0,83269810757.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,586.537.155.191,382.757.756.291,,20.0,586537155191.0,382757756291.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,66.033.837.059,85.888.108.310,,21.0,66033837059.0,85888108310.0
319,319,319,7. Phải trả ngắn hạn khác,22,420.198.466.423,343.194.183.749,,22.0,420198466423.0,343194183749.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,129.834.754.584,229.594.596.434,,24.0,129834754584.0,229594596434.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,141.449.878.605,117.668.765.030,,23.0,141449878605.0,117668765030.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,55.695.769.991,47.138.269.715,,,55695769991.0,47138269715.0
330,330,330,II. Nợ dài hạn,,6.583.831.593.560,5.998.020.318.207,,,6583831593560.0,5998020318207.0
333,333,333,1. Chi phí phải trả dài hạn,20,3.335.688.476.991,2.605.127.474.307,,20.0,3335688476991.0,2605127474307.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.792.746.380.532,2.897.455.249.539,,21.0,2792746380532.0,2897455249539.0
337,337,337,3. Phải trả dài hạn khác,22,19.408.563.352,20.264.825.004,,22.0,19408563352.0,20264825004.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,132.022.595.140,208.352.084.225,,24.0,132022595140.0,208352084225.0
342,342,342,5. Dự phòng phải trả dài hạn,23,171.635.229.962,173.353.103.692,,23.0,171635229962.0,173353103692.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,132.330.347.583,93.467.581.440,,,132330347583.0,93467581440.0
