row_label_raw,row_label_full,col_0,Loại tiền vay,Lãi suất năm,Mục đích vay,Hình thức đảm bảo,31/12/2020 > VND,01/01/2020 > VND,numeric__Loại tiền vay,numeric__Lãi suất năm,numeric__Mục đích vay,numeric__Hình thức đảm bảo,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,50.620.950.419,57.697.980.773,,,,,50620950419.0,57697980773.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,2.491.900.000,21.516.773.964,,,,,2491900000.0,21516773964.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Tín chấp và thế chấp bằng tài sản,20.188.383.753,12.763.403.117,,,,,20188383753.0,12763403117.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,27.250.666.666,22.417.803.692,,,,,27250666666.0,22417803692.0
- Vay cá nhân,- Vay cá nhân,- Vay cá nhân,VND,Theo từng hợp đồng,Bổ sung vốn lưu động,Tín chấp,690.000.000,1.000.000.000,,,,,690000000.0,1000000000.0
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,,,,,79.213.804.165,171.896.615.661,,,,,79213804165.0,171896615661.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,,,,,17.600.000.000,17.600.000.000,,,,,17600000000.0,17600000000.0
- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,,,,,12.617.460.000,98.199.476.221,,,,,12617460000.0,98199476221.0
- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,- Ngân hàng Phát triển Việt Nam,,,,,42.000.000.000,42.000.000.000,,,,,42000000000.0,42000000000.0
- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Lãi vay nợ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,,,,,6.254.441.485,11.463.848.768,,,,,6254441485.0,11463848768.0
- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Ngoại thương Việt Nam,,,,,134.166.680,134.166.672,,,,,134166680.0,134166672.0
- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,- Công ty TNHH MTV Cho thuê tài chính Ngân hàng TMCP Công thương Việt Nam,,,,,607.736.000,899.124.000,,,,,607736000.0,899124000.0
- Quỹ Bảo vệ môi trường,- Quỹ Bảo vệ môi trường,- Quỹ Bảo vệ môi trường,,,,,-,1.600.000.000,,,,,,1600000000.0
