row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,172.878.302.008,145.139.853.044,172878302008.0,145139853044.0
Tạm ứng mua đất,Tạm ứng mua đất,Tạm ứng mua đất,90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
Đặt cọc,Đặt cọc,Đặt cọc,53.959.892.062,23.632.000.000,53959892062.0,23632000000.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,20.846.911.314,6.884.731.461,20846911314.0,6884731461.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,7.888.271.632,24.439.894.583,7888271632.0,24439894583.0
Dải hạn,Dải hạn,Dải hạn,3.470.549.901,3.585.549.901,3470549901.0,3585549901.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",3.470.549.901,3.585.549.901,3470549901.0,3585549901.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,176.348.851.909,148.725.402.945,176348851909.0,148725402945.0
Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(740.000.000),(740.000.000),-740000000.0,-740000000.0
GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,175.608.851.909,147.985.402.945,175608851909.0,147985402945.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Bên liên quan (Thuyết minh số 27),Trong đó: > Bên liên quan (Thuyết minh số 27),Bên liên quan (Thuyết minh số 27),90.183.227.000,90.183.227.000,90183227000.0,90183227000.0
Các bên khác,Trong đó: > Các bên khác,Các bên khác,85.425.624.909,57.802.175.945,85425624909.0,57802175945.0
