row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,1.139.602.275.640,864.210.788.876,1139602275640.0,864210788876.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,273.388.599.137,178.661.267.893,273388599137.0,178661267893.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,48.244.020.726,27.560.870.780,48244020726.0,27560870780.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,551.250.173.010,506.000.337.984,551250173010.0,506000337984.0
Chi phí khác,Chi phí khác,Chi phí khác,266.719.482.767,151.988.312.219,266719482767.0,151988312219.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,900.715.660.702,511.797.744.891,900715660702.0,511797744891.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,482.969.462.270,268.348.471.061,482969462270.0,268348471061.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,38.808.799.980,32.913.652.457,38808799980.0,32913652457.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,56.362.244.197,49.020.233.261,56362244197.0,49020233261.0
Chi phí khác,Chi phí khác,Chi phí khác,322.575.154.255,161.515.388.112,322575154255.0,161515388112.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.040.317.936.342,1.376.008.533.767,2040317936342.0,1376008533767.0
