row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,89.057.046.906,70.777.061.388,89057046906.0,70777061388.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,24.585.328.927,25.002.327.467,24585328927.0,25002327467.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",30.110.567.566,20.121.636.138,30110567566.0,20121636138.0
Chi phí thuê nhà xưởng,Chi phí thuê nhà xưởng,Chi phí thuê nhà xưởng,13.439.356.204,9.708.434.406,13439356204.0,9708434406.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,1.272.363.610,1.987.968.179,1272363610.0,1987968179.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,1.615.463.792,1.408.729.769,1615463792.0,1408729769.0
Khác,Khác,Khác,18.033.966.807,12.547.965.429,18033966807.0,12547965429.0
Dài hạn,Dài hạn,Dài hạn,218.966.831.302,110.638.707.574,218966831302.0,110638707574.0
Công cụ dụng cụ và phụ tùng thay thế,Công cụ dụng cụ và phụ tùng thay thế,Công cụ dụng cụ và phụ tùng thay thế,101.715.319.644,64.635.313.493,101715319644.0,64635313493.0
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,12.044.617.510,19.177.548.798,12044617510.0,19177548798.0
"Chi phí thuê nhà xưởng, văn phòng","Chi phí thuê nhà xưởng, văn phòng","Chi phí thuê nhà xưởng, văn phòng",96.224.400.019,24.100.752.551,96224400019.0,24100752551.0
Khác,Khác,Khác,8.982.494.129,2.725.092.732,8982494129.0,2725092732.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,308.023.878.208,181.415.768.962,308023878208.0,181415768962.0
