row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21.1,18.006.498.541.322,17.490.999.218.809,,211.0,18006498541322.0,17490999218809.0
02,02,02,2. Các khoản giảm trừ doanh thu,21.1,(112.783.060.369),(23.022.952.903),,211.0,-112783060369.0,-23022952903.0
10,10,10,3. Doanh thu thuần từ bán hàng và cung cấp dịch vụ,21.1,17.893.715.480.953,17.467.976.265.906,,211.0,17893715480953.0,17467976265906.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,22,(13.717.393.786.963),(14.869.355.353.248),,22.0,-13717393786963.0,-14869355353248.0
20,20,20,5. Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ,,4.176.321.693.990,2.598.620.912.658,,,4176321693990.0,2598620912658.0
21,21,21,6. Doanh thu hoạt động tài chính,21.2,38.428.728.972,31.594.688.388,,212.0,38428728972.0,31594688388.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(255.684.384.136) (209.035.437.498),(424.655.641.040) (224.013.370.890),,23.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(255.684.384.136) (209.035.437.498),(424.655.641.040) (224.013.370.890),,23.0,,
25,25,25,8. Chi phí bán hàng,24,(1.139.602.275.640),(864.210.788.876),,24.0,-1139602275640.0,-864210788876.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(900.715.660.702),(511.797.744.891),,24.0,-900715660702.0,-511797744891.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.918.748.102.484,829.551.426.239,,,1918748102484.0,829551426239.0
31,31,31,11. Thu nhập khác,,12.438.447.274,16.076.636.419,,,12438447274.0,16076636419.0
32,32,32,12. Chi phí khác,,(24.436.799.077),(13.312.792.265),,,-24436799077.0,-13312792265.0
40,40,40,13. (Lỗ)/lợi nhuận khác,,(11.998.351.803),2.763.844.154,,,-11998351803.0,2763844154.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.906.749.750.681,832.315.270.393,,,1906749750681.0,832315270393.0
51,51,51,15. Chi phí thuế TNDN hiện hành,26.2,(437.894.050.149),(207.703.650.703),,262.0,-437894050149.0,-207703650703.0
52,52,52,16. Thu nhập thuế TNDN hoãn lại,26.3,35.333.822.795,28.262.922.117,,263.0,35333822795.0,28262922117.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,1.504.189.523.327,652.874.541.807,,,1504189523327.0,652874541807.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,1.504.193.443.099,652.874.541.807,,,1504193443099.0,652874541807.0
62,62,62,19. Lỗ sau thuế của cổ đông không kiểm soát,,(3.919.772),-,,,-3919772.0,
70,70,70,20. Lãi trên cổ phiếu (VND/cổ phiếu) - Lãi cơ bản trên cổ phiếu - Lãi suy giảm trên cổ phiếu,20.4,,3.309 3.309,,204.0,,
