row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,18.006.498.541.322,17.490.999.218.809,18006498541322.0,17490999218809.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,13.186.708.856.497,13.780.568.305.421,13186708856497.0,13780568305421.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,4.788.804.258.942,3.686.752.977.336,4788804258942.0,3686752977336.0
Khác,Trong đó: > Khác,Khác,30.985.425.883,23.677.936.052,30985425883.0,23677936052.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(112.783.060.369),(23.022.952.903),-112783060369.0,-23022952903.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(97.697.573.236),(9.174.845.515),-97697573236.0,-9174845515.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(10.157.008.501),(5.937.377.797),-10157008501.0,-5937377797.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(4.928.478.632),(7.671.981.524),-4928478632.0,-7671981524.0
Thuế xuất khẩu,Trong đó: > Thuế xuất khẩu,Thuế xuất khẩu,-,(238.748.067),,-238748067.0
DOANH THU THUÀN,Trong đó: > DOANH THU THUÀN,DOANH THU THUÀN,17.893.715.480.953,17.467.976.265.906,17893715480953.0,17467976265906.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,15.461.462.955.111,16.306.322.233.978,15461462955111.0,16306322233978.0
Doanh thu với các bên liên quan(Thuyết minh số 27),Trong đó: > Doanh thu với các bên liên quan(Thuyết minh số 27),Doanh thu với các bên liên quan(Thuyết minh số 27),2.432.252.525.842,1.161.654.031.928,2432252525842.0,1161654031928.0
