row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.906.749.750.681,832.315.270.393,1906749750681.0,832315270393.0
Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,,
Chi phí không được trừ,Các điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,113.311.319.094,61.320.749.471,113311319094.0,61320749471.0
Thay đổi lợi nhuận chưa thực hiện,Các điều chỉnh: > Thay đổi lợi nhuận chưa thực hiện,Thay đổi lợi nhuận chưa thực hiện,29.161.775.849,68.889.166.364,29161775849.0,68889166364.0
Thay đổi chi phí trích trước,Các điều chỉnh: > Thay đổi chi phí trích trước,Thay đổi chi phí trích trước,159.438.492.863,61.789.316.001,159438492863.0,61789316001.0
Thay đổi các khoản dự phòng,Các điều chỉnh: > Thay đổi các khoản dự phòng,Thay đổi các khoản dự phòng,10.910.900.590,24.011.800.723,10910900590.0,24011800723.0
Thay đổi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Các điều chỉnh: > Thay đổi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Thay đổi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(9.211.779.959),6.588.906.387,-9211779959.0,6588906387.0
Lỗ tính thuế của các công ty con,Các điều chỉnh: > Lỗ tính thuế của các công ty con,Lỗ tính thuế của các công ty con,28.460.623.960,743.828.162,28460623960.0,743828162.0
Khác,Các điều chỉnh: > Khác,Khác,12.529.481.916,(2.638.243.869),12529481916.0,-2638243869.0
Lợi nhuận thuần điều chỉnh trước thuế chưa cần trừ lỗ năm trước,Các điều chỉnh: > Lợi nhuận thuần điều chỉnh trước thuế chưa cần trừ lỗ năm trước,Lợi nhuận thuần điều chỉnh trước thuế chưa cần trừ lỗ năm trước,2.251.350.564.994,1.053.020.793.632,2251350564994.0,1053020793632.0
Lỗ năm trước chuyển sang,Các điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(104.249.982),,-104249982.0
Thu nhập chịu thuế vớc tính,Các điều chỉnh: > Thu nhập chịu thuế vớc tính,Thu nhập chịu thuế vớc tính,2.251.350.564.994,1.052.916.543.650,2251350564994.0,1052916543650.0
Thuế TNDN phải nộp vớc tính,Các điều chỉnh: > Thuế TNDN phải nộp vớc tính,Thuế TNDN phải nộp vớc tính,461.256.440.840,231.291.948.544,461256440840.0,231291948544.0
"Thuế TNDN được miễn, giảm","Các điều chỉnh: > Thuế TNDN được miễn, giảm","Thuế TNDN được miễn, giảm",(23.063.781.914),(23.589.925.143),-23063781914.0,-23589925143.0
"Thuế TNDN phải nộp vớc tính sau miễn, giảm","Các điều chỉnh: > Thuế TNDN phải nộp vớc tính sau miễn, giảm","Thuế TNDN phải nộp vớc tính sau miễn, giảm",438.192.658.926,207.702.023.401,438192658926.0,207702023401.0
Điều chỉnh thuế TNDN năm trước,Các điều chỉnh: > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,(298.608.777),1.627.302,-298608777.0,1627302.0
Thuế TNDN vớc tính sau điều chỉnh,Các điều chỉnh: > Thuế TNDN vớc tính sau điều chỉnh,Thuế TNDN vớc tính sau điều chỉnh,437.894.050.149,207.703.650.703,437894050149.0,207703650703.0
Thuế TNDN phải nộp đầu năm,Các điều chỉnh: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,54.612.287.183,43.843.685.867,54612287183.0,43843685867.0
Thuế TNDN đã nộp trong năm,Các điều chỉnh: > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(377.577.508.418),(196.935.049.387),-377577508418.0,-196935049387.0
Thuế TNDN phải nộp cuối năm,Các điều chỉnh: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,114.928.828.914,54.612.287.183,114928828914.0,54612287183.0
