row_label_raw,row_label_full,Thường và lương tháng 13,Số cuối năm > 187.345.248.580,VND Số đầu năm > 65.064.286.000,numeric__Số cuối năm > 187.345.248.580,numeric__VND Số đầu năm > 65.064.286.000
Chi phí điện,Chi phí điện,Chi phí điện,11.627.442.689,11.691.391.739,11627442689.0,11691391739.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,13.043.613.180,7.662.678.218,13043613180.0,7662678218.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,4.164.824.604,4.486.704.614,4164824604.0,4486704614.0
Khác,Khác,Khác,46.245.507.559,15.135.596.926,46245507559.0,15135596926.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,262.426.636.612,104.040.657.497,262426636612.0,104040657497.0
