row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kê toán trước thuế Điều chỉnh cho các khoản:,,1.906.749.750.681,832.315.270.393,,,1906749750681.0,832315270393.0
02,02,02,Khấu hao và hao mòn,"10, 11, 12",548.687.219.681,481.865.483.538,,,548687219681.0,481865483538.0
03,03,03,Các khoản dự phòng,,11.863.839.459,24.627.641.973,,,11863839459.0,24627641973.0
04,04,04,Chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,23,4.522.119.842,39.200.387.990,,23.0,4522119842.0,39200387990.0
05,05,05,Lãi từ hoạt động đầu tư,,(6.762.148.291),(1.831.119.281),,,-6762148291.0,-1831119281.0
06,06,06,Chi phí lãi vay,23,209.035.437.498,224.013.370.890,,23.0,209035437498.0,224013370890.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,2.674.096.218.870,1.600.191.035.503,,,2674096218870.0,1600191035503.0
09,09,09,(Tăng) giảm các khoản phải thu,,(275.398.648.744),70.085.534.668,,,-275398648744.0,70085534668.0
10,10,10,(Tăng) giảm hàng tồn kho,,(1.278.775.737.798),1.191.051.513.594,,,-1278775737798.0,1191051513594.0
11,11,11,Tăng (giảm) các khoản phải trả,,1.251.763.256.721,(1.092.412.971.892),,,1251763256721.0,-1092412971892.0
12,12,12,Tăng chi phí trả trước,,(110.709.151.095),(26.873.180.734),,,-110709151095.0,-26873180734.0
14,14,14,Tiền lãi vay đã trả,,(209.357.317.508),(222.444.620.537),,,-209357317508.0,-222444620537.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,26.2,(377.577.508.418),(196.935.049.387),,262.0,-377577508418.0,-196935049387.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(32.821.856.159),(42.436.850.728),,,-32821856159.0,-42436850728.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.641.219.255.869,1.280.225.410.487,,,1641219255869.0,1280225410487.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi mua sắm tài sản cố định,,(1.306.700.247.402),(735.065.118.851),,,-1306700247402.0,-735065118851.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,5.357.567.669,27.911.515.269,,,5357567669.0,27911515269.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(900.000.000),(7.495.846.500),,,-900000000.0,-7495846500.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,4.367.000.000,4.273.000.000,,,4367000000.0,4273000000.0
27,27,27,Tiền lãi đã nhận,,4.781.142.242,3.679.594.871,,,4781142242.0,3679594871.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(1.293.094.537.491),(706.696.855.211),,,-1293094537491.0,-706696855211.0
