row_label_raw,row_label_full,Số đầu năm,VNDGiá trị > 5.491.313.632.870,numeric__VNDGiá trị > 5.491.313.632.870
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,12.715.960.175.942,12715960175942.0
Nợ thuê tài chính phát sinh,Nợ thuê tài chính phát sinh,Nợ thuê tài chính phát sinh,129.897.057.881,129897057881.0
Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,(12.485.356.652.060),-12485356652060.0
Trả nợ thuê tài chính,Trả nợ thuê tài chính,Trả nợ thuê tài chính,(67.794.496.495),-67794496495.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,725.066.453,725066453.0
Số cuối năm,Số cuối năm,Số cuối năm,5.784.744.784.591,5784744784591.0
