row_label_raw,row_label_full,col_0,"Máy móc,thiết bị",Phương tiệnvận tải,VNDTổng cộng,"numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,263.597.780.822,20.332.727.270,283.930.508.092,263597780822.0,20332727270.0,283930508092.0
Tăng trong năm,Nguyên giá: > Tăng trong năm,Tăng trong năm,111.524.704.867,-,111.524.704.867,111524704867.0,,111524704867.0
Chuyển sang tài sản cốđịnh hữu hình,Nguyên giá: > Chuyển sang tài sản cốđịnh hữu hình,Chuyển sang tài sản cốđịnh hữu hình,(5.005.107.940),-,(5.005.107.940),-5005107940.0,,-5005107940.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,370.117.377.749,20.332.727.270,390.450.105.019,370117377749.0,20332727270.0,390450105019.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,(56.209.917.691),(2.068.867.901),(58.278.785.592),-56209917691.0,-2068867901.0,-58278785592.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,(45.053.494.509),(2.037.115.360),(47.090.609.869),-45053494509.0,-2037115360.0,-47090609869.0
Chuyển sang tài sản cốđịnh hữu hình,Giá trị khấu hao lũy kế: > Chuyển sang tài sản cốđịnh hữu hình,Chuyển sang tài sản cốđịnh hữu hình,1.142.422.984,-,1.142.422.984,1142422984.0,,1142422984.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,(100.120.989.216),(4.105.983.261),(104.226.972.477),-100120989216.0,-4105983261.0,-104226972477.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,207.387.863.131,18.263.859.369,225.651.722.500,207387863131.0,18263859369.0,225651722500.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,269.996.388.533,16.226.744.009,286.223.132.542,269996388533.0,16226744009.0,286223132542.0
