row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,36.242.661.143.689,23.561.794.352.453,,300.0,,36242661143689.0,23561794352453.0
I.,I.,I.,Nợ ngắn hạn,310,,26.785.158.579.904,18.325.681.327.490,,310.0,,26785158579904.0,18325681327490.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,15.947.202.467.143,7.346.398.731.673,,311.0,17.0,15947202467143.0,7346398731673.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,900.883.584,3.785.333.991,,312.0,,900883584.0,3785333991.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,171.480.883.664,250.217.043.700,,313.0,18.0,171480883664.0,250217043700.0
4.,4.,4.,Phải trả người lao động,314,,286.804.533.596,221.869.370.563,,314.0,,286804533596.0,221869370563.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,19,1.361.848.076.612,1.931.211.006.270,,315.0,19.0,1361848076612.0,1931211006270.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,-,36.818.183,,318.0,,,36818183.0
7.,7.,7.,Phải trả ngắn hạn khác,319,20,2.688.405.796.712,2.653.067.850.408,,319.0,20.0,2688405796712.0,2653067850408.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,21,5.506.591.086.310,5.635.216.330.148,,320.0,21.0,5506591086310.0,5635216330148.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,22,717.886.349.870,205.455.087.777,,321.0,22.0,717886349870.0,205455087777.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,104.038.502.413,78.423.754.777,,322.0,,104038502413.0,78423754777.0
II.,II.,II.,Nợ dài hạn,330,,9.457.502.563.785,5.236.113.024.963,,330.0,,9457502563785.0,5236113024963.0
1.,1.,1.,Phải trả dài hạn khác,337,20,548.807.593,477.101.718,,337.0,20.0,548807593.0,477101718.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,21,7.172.278.203.632,3.381.845.397.268,,338.0,21.0,7172278203632.0,3381845397268.0
3.,3.,3.,Thuế thu nhập hoãn lại phải trả,341,15,3.163.733.986,2.607.681.114,,341.0,15.0,3163733986.0,2607681114.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,22,2.163.968.976.771,1.733.363.603.060,,342.0,22.0,2163968976771.0,1733363603060.0
5.,5.,5.,Quỹ phát triển khoa học và công nghệ,343,,117.542.841.803,117.819.241.803,,343.0,,117542841803.0,117819241803.0
D.,D.,D.,VỐN CHỦ SỐ HỮU,400,,34.119.429.170.920,33.281.450.502.337,,400.0,,34119429170920.0,33281450502337.0
I.,I.,I.,Vốn chủ sở hữu,410,23,34.119.429.170.920,33.281.450.502.337,,410.0,23.0,34119429170920.0,33281450502337.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.418.716.000.000,23.418.716.000.000,,411.0,,23418716000000.0,23418716000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,23.418.716.000.000,23.418.716.000.000,,,,23418716000000.0,23418716000000.0
2.,2.,2.,Thặng dư vốn cố phần,412,,(274.807.025),(274.807.025),,412.0,,-274807025.0,-274807025.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,225.720.372.645,225.720.372.645,,414.0,,225720372645.0,225720372645.0
4.,4.,4.,Chênh lệch đánh giá lại tài sản,416,,(191.305.728.000),(191.305.728.000),,416.0,,-191305728000.0,-191305728000.0
5.,5.,5.,Quỹ đầu tư phát triển,418,,4.039.359.698.763,3.643.183.139.192,,418.0,,4039359698763.0,3643183139192.0
6.,6.,6.,Lợi nhuận sau thuế chưa phân phối,421,,3.922.654.507.752,3.420.458.998.695,,421.0,,3922654507752.0,3420458998695.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.884.290.565.455,1.359.600.700.363,,,,2884290565455.0,1359600700363.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.038.363.942.297,2.060.858.298.332,,,,1038363942297.0,2060858298332.0
7.,7.,7.,Lợi ích của có đông không kiểm soát,429,,2.704.559.126.785,2.764.952.526.830,,429.0,,2704559126785.0,2764952526830.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,70.362.090.314.609,56.843.244.854.790,,440.0,,70362090314609.0,56843244854790.0
