row_label_raw,row_label_full,col_0,Giá gốc,Điều chỉnh theo phương pháp vốn chủ sở hữu,Giá trị theo phương pháp vốn chủ sở hữu,numeric__Giá gốc,numeric__Điều chỉnh theo phương pháp vốn chủ sở hữu,numeric__Giá trị theo phương pháp vốn chủ sở hữu
,,,VND,VND,VND,,,
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,302.295.301.000,192.742.607.164,495.037.908.164,302295301000.0,192742607164.0,495037908164.0
Công ty Cổ phần Năng lượng Sống Hồng,Công ty Cổ phần Năng lượng Sống Hồng,Công ty Cổ phần Năng lượng Sống Hồng,32.887.500.000,27.882.103.123,60.769.603.123,32887500000.0,27882103123.0,60769603123.0
Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,30.000.000.000,(837.346.063),29.162.653.937,30000000000.0,-837346063.0,29162653937.0
,,,365.182.801.000,219.787.364.224,584.970.165.224,365182801000.0,219787364224.0,584970165224.0
