row_label_raw,row_label_full,Tập đoàn:,Tập đoàn:_1,Tập đoàn:_2,numeric__Tập đoàn:_1,numeric__Tập đoàn:_2
,,,2015Nghìn VND,2014Nghìn VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.185.593.593,20.158.594.314,3185593593.0,20158594314.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.904.441.432,2.585.094.922,1904441432.0,2585094922.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),(1.106.684.101),(17.129.559.382),-1106684101.0,-17129559382.0
Chuyển sang tài sản cố định vô hình (Thuyết minh 12),Chuyển sang tài sản cố định vô hình (Thuyết minh 12),Chuyển sang tài sản cố định vô hình (Thuyết minh 12),(1.788.130),(71.752.127),-1788130.0,-71752127.0
Chuyển từ/(sang) chi phí trả trước dài hạn (Thuyết minh 15),Chuyển từ/(sang) chi phí trả trước dài hạn (Thuyết minh 15),Chuyển từ/(sang) chi phí trả trước dài hạn (Thuyết minh 15),13.354.816,(973.698.569),13354816.0,-973698569.0
Phân loại lại sang các khoản phải thu khác,Phân loại lại sang các khoản phải thu khác,Phân loại lại sang các khoản phải thu khác,-,(1.383.085.565),,-1383085565.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.994.917.610,3.185.593.593,3994917610.0,3185593593.0
