row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,2015Nghìn VND,2014Nghìn VND,2015Nghìn VND,2014Nghìn VND,,,,
Lợi nhuận/(lỗ) trước thuế,Lợi nhuận/(lỗ) trước thuế,Lợi nhuận/(lỗ) trước thuế,58.559.456,7.721.911,(39.883.120),(45.853.056),58559456.0,7721911.0,-39883120.0,-45853056.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,12.883.080,1.698.820,(8.774.286),(10.087.672),12883080.0,1698820.0,-8774286.0,-10087672.0
Chi phí không được khấu trừ thuế Ảnh hưởng của mức thuế suất,Chi phí không được khấu trừ thuế Ảnh hưởng của mức thuế suất,Chi phí không được khấu trừ thuế Ảnh hưởng của mức thuế suất,6.397.990,3.252.266,616,109.636,6397990.0,3252266.0,616.0,109636.0
khác áp dụng đối với công ty con,khác áp dụng đối với công ty con,khác áp dụng đối với công ty con,24.747.423,10.281.262,-,-,24747423.0,10281262.0,,
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(86.202.797),(47.895.897),-,-,-86202797.0,-47895897.0,,
Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,-,(7.153.137),-,(8.501.985),,-7153137.0,,-8501985.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,21.641.657,11.885.083,8.773.670,9.978.036,21641657.0,11885083.0,8773670.0,9978036.0
Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,Biến động chênh lệch tạm thời,(5.229.926),-,-,-,-5229926.0,,,
,,,(25.762.573),(27.931.603),-,(8.501.985),-25762573.0,-27931603.0,,-8501985.0
