row_label_raw,row_label_full,1/1/2015,Tập đoàn Ảnh hưởng đối với lợi nhuận thuần Nghiù VND,numeric__Tập đoàn Ảnh hưởng đối với lợi nhuận thuần Nghiù VND
USD (mạnh thêm 1% so với VND),USD (mạnh thêm 1% so với VND),USD (mạnh thêm 1% so với VND),(5.189.411),-5189411.0
AUD (yếu đi 5% so với VND),AUD (yếu đi 5% so với VND),AUD (yếu đi 5% so với VND),875.568,875568.0
EUR (yếu đi 5% so với VND),EUR (yếu đi 5% so với VND),EUR (yếu đi 5% so với VND),6.542,6542.0
THB (yếu đi 1% so với VND),THB (yếu đi 1% so với VND),THB (yếu đi 1% so với VND),16.879,16879.0
SGD (yếu đi 2% so với VND),SGD (yếu đi 2% so với VND),SGD (yếu đi 2% so với VND),15.568,15568.0
CNY (yếu đi 2% so với VND),CNY (yếu đi 2% so với VND),CNY (yếu đi 2% so với VND),103.554,103554.0
