row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2015Nghìn VND,1/1/2015Nghìn VND,31/12/2015Nghìn VND,1/1/2015Nghìn VND,,,,
Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN),,,,
Chi phí tài chính – dài hạn (a),Phải trả Công ty Cổ phần Tập đoàn Masan (MSN) > Chi phí tài chính – dài hạn (a),Chi phí tài chính – dài hạn (a),1.555.323.840,2.134.490.175,626.074.175,956.529.090,1555323840.0,2134490175.0,626074175.0,956529090.0
Lãi vay – ngắn hạn,Phải trả Công ty Cổ phần Tập đoàn Masan (MSN) > Lãi vay – ngắn hạn,Lãi vay – ngắn hạn,-,35.315.815,-,35.315.815,,35315815.0,,35315815.0
Lãi vay– dài hạn,Phải trả Công ty Cổ phần Tập đoàn Masan (MSN) > Lãi vay– dài hạn,Lãi vay– dài hạn,-,38.448.900,-,18.482.071,,38448900.0,,18482071.0
Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH),,,,
Phi thương mại – ngắn hạn (a),Phải trả cho Công ty Cổ phần Tầm nhìn Masan (MH) > Phi thương mại – ngắn hạn (a),Phi thương mại – ngắn hạn (a),2.511.785,2.511.785,2.511.785,2.511.785,2511785.0,2511785.0,2511785.0,2511785.0
Phải trả cho NPM,Phải trả cho NPM,Phải trả cho NPM,Phải trả cho NPM,Phải trả cho NPM,Phải trả cho NPM,Phải trả cho NPM,,,,
Phi thương mại – ngắn hạn (a),Phải trả cho NPM > Phi thương mại – ngắn hạn (a),Phi thương mại – ngắn hạn (a),-,-,10.294.685,37.294.686,,,10294685.0,37294686.0
Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,Phải trả khác cho các bên thứ ba,,,,
Phải trả khác – ngắn hạn,Phải trả khác cho các bên thứ ba > Phải trả khác – ngắn hạn,Phải trả khác – ngắn hạn,77.336.594,53.601.782,52.213.577,52.070.916,77336594.0,53601782.0,52213577.0,52070916.0
Phải trả khác – dài hạn,Phải trả khác cho các bên thứ ba > Phải trả khác – dài hạn,Phải trả khác – dài hạn,26.249.448,78.463.027,26.249.448,78.463.027,26249448.0,78463027.0,26249448.0,78463027.0
