row_label_raw,row_label_full,col_0,Loại tiền,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Loại tiền,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,Loại tiền,31/12/2015Nghìn VND,1/1/2015Nghìn VND,31/12/2015Nghìn VND,1/1/2015Nghìn VND,,,,,
Khoản vay không đảmbảo từ công ty mẹ cấp caonhất (i),Khoản vay không đảmbảo từ công ty mẹ cấp caonhất (i),Khoản vay không đảmbảo từ công ty mẹ cấp caonhất (i),VND,-,231.000.000,-,231.000.000,,,231000000.0,,231000000.0
Khoản vay ngân hàng đượcđảm bảo (ii),Khoản vay ngân hàng đượcđảm bảo (ii),Khoản vay ngân hàng đượcđảm bảo (ii),USD,1.732.671.150,1.035.382.342,-,-,,1732671150.0,1035382342.0,,
Khoản vay ngân hàng đượcđảm bảo (iii),Khoản vay ngân hàng đượcđảm bảo (iii),Khoản vay ngân hàng đượcđảm bảo (iii),VND,120.000.000,-,-,-,,120000000.0,,,
Khoản vay từ bên thứ ba(iv),Khoản vay từ bên thứ ba(iv),Khoản vay từ bên thứ ba(iv),USD,1.447.303,39.331.139,-,-,,1447303.0,39331139.0,,
Khoản vay từ một nhà đàutư của một công ty con (v),Khoản vay từ một nhà đàutư của một công ty con (v),Khoản vay từ một nhà đàutư của một công ty con (v),USD,564.387.700,-,-,-,,564387700.0,,,
,,,,2.418.506.153,1.305.713.481,-,231.000.000,,2418506153.0,1305713481.0,,231000000.0
