row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,Không áp dụng,"2,80 - 3,00",,
Từ 5 năm trở lên,Dưới 12 tháng > Từ 5 năm trở lên,Từ 5 năm trở lên,"7,57","8,73",7.57,8.73
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,"2,80 - 4,00",Không áp dụng,,
Từ 5 năm trở lên,Từ 12 tháng đến dưới 5 năm > Từ 5 năm trở lên,Từ 5 năm trở lên,"8,00","8,00",8.0,8.0
