row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Tăng vốn trong năm (*),Vốn điều lệ Triệu đồng > 5.713.114 > 1.256.885,Thặng dư vốn cổ phần Triệu đồng > - > 34.279,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 183.404 > -,Quỹ dự phòng tài chính Triệu đồng > 565.338 > -,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,Lợi nhuận chưa phân phối Triệu đồng > 2.330.879 > -,Tổng cộng Triệu đồng > 8.810.843 > 1.291.164,numeric__Vốn điều lệ Triệu đồng > 5.713.114 > 1.256.885,numeric__Thặng dư vốn cổ phần Triệu đồng > - > 34.279,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 183.404 > -,numeric__Quỹ dự phòng tài chính Triệu đồng > 565.338 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,numeric__Lợi nhuận chưa phân phối Triệu đồng > 2.330.879 > -,numeric__Tổng cộng Triệu đồng > 8.810.843 > 1.291.164
Lợi nhuận,Lợi nhuận,Lợi nhuận,,,,,,,,,,,,,,
trong năm,Lợi nhuận > trong năm,trong năm,-,-,-,-,-,1.588.206,1.588.206,,,,,,1588206.0,1588206.0
Trích lập các quỹ,Lợi nhuận > Trích lập các quỹ,Trích lập các quỹ,-,-,79.408,158.818,-,(238.226),-,,,79408.0,158818.0,,-238226.0,
Trích quỹ khen,Trích quỹ khen,Trích quỹ khen,,,,,,,,,,,,,,
"thường, phúc lợi","Trích quỹ khen > thường, phúc lợi","thường, phúc lợi",-,-,-,-,-,(32.754),(32.754),,,,,,-32754.0,-32754.0
Số cuối năm,Trích quỹ khen > Số cuối năm,Số cuối năm,6.969.999,34.279,262.812,724.156,18.108,3.648.105,11.657.459,6969999.0,34279.0,262812.0,724156.0,18108.0,3648105.0,11657459.0
