row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Đồng,Ngày 31 tháng 12năm 2020Đồng,numeric__Ngày 31 tháng 12năm 2021Đồng,numeric__Ngày 31 tháng 12năm 2020Đồng
USD,USD,USD,22.800,23.095,22800.0,23095.0
EUR,EUR,EUR,25.848,28.415,25848.0,28415.0
GBP,GBP,GBP,30.762,31.500,30762.0,31500.0
JPY,JPY,JPY,199,"223,92",199.0,223.92
AUD,AUD,AUD,16.518,17.782,16518.0,17782.0
CAD,CAD,CAD,17.880,18.047,17880.0,18047.0
NZD,NZD,NZD,15.563,16.692,15563.0,16692.0
SGD,SGD,SGD,16.852,17.469,16852.0,17469.0
CHF,CHF,CHF,25.822,26.205,25822.0,26205.0
HKD,HKD,HKD,2.922,2.980,2922.0,2980.0
