row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,-,485.554,-,-,-,-,485.554,,,485554.0,,,,,485554.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,4.400.485,-,-,-,-,4.400.485,,,4400485.0,,,,,4400485.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,16.320.455,5.010.883,-,-,-,21.331.338,,,16320455.0,5010883.0,,,,21331338.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,4.876.884,-,-,-,-,4.876.884,,,4876884.0,,,,,4876884.0
Các công cụ tài chính phải sinh,Tài sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,29.856,-,131.468,-,-,161.324,,,29856.0,,131468.0,,,161324.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.422.508,1.680.900,4.563.375,11.476.742,21.629.705,6.935.264,21.275.505,68.983.999,1422508.0,1680900.0,4563375.0,11476742.0,21629705.0,6935264.0,21275505.0,68983999.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,153.234,-,153.234,,,,,,153234.0,,153234.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,-,1.306.869,541.269,10.598.819,4.881.261,17.328.218,,,,1306869.0,541269.0,10598819.0,4881261.0,17328218.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,376.936,376.936,,,,,,,376936.0,376936.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,4,81,4.437,113.639,795.702,913.863,,,4.0,81.0,4437.0,113639.0,795702.0,913863.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,221.125,-,1.164.872,11.506,829.958,690.251,282.076,3.199.788,221125.0,,1164872.0,11506.0,829958.0,690251.0,282076.0,3199788.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.643.633,1.680.900,31.841.485,17.806.081,23.136.837,18.491.207,27.611.480,122.211.623,1643633.0,1680900.0,31841485.0,17806081.0,23136837.0,18491207.0,27611480.0,122211623.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,20.048.473,5.822.727,1.404.138,104.978,34.729,27.415.045,,,20048473.0,5822727.0,1404138.0,104978.0,34729.0,27415045.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,23.019.930,16.555.410,27.364.122,899.250,10.663,67.849.375,,,23019930.0,16555410.0,27364122.0,899250.0,10663.0,67849375.0
Các công cụ tài chính phải sinh,Nợ phải trả > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,-,-,45.445,-,-,-,45.445,,,,45445.0,,,,45445.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,373,545,3.508,542.372,11.763,558.561,,,373.0,545.0,3508.0,542372.0,11763.0,558561.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,5.930,11.400.000,-,11.405.930,,,,,5930.0,11400000.0,,11405930.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.975.723,-,-,-,-,1.975.723,,,1975723.0,,,,,1975723.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,45.044.499,22.424.127,28.777.698,12.946.600,57.155,109.250.079,,,45044499.0,22424127.0,28777698.0,12946600.0,57155.0,109250079.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.643.633,1.680.900,(13.203.014),(4.618.046),(5.640.861),5.544.607,27.554.325,12.961.544,1643633.0,1680900.0,-13203014.0,-4618046.0,-5640861.0,5544607.0,27554325.0,12961544.0
