row_label_raw,row_label_full,Số đầu năm,Năm nayTriệu đồng > 156.243,Năm trướcTriệu đồng > 127.448,numeric__Năm nayTriệu đồng > 156.243,numeric__Năm trướcTriệu đồng > 127.448
Hoàn nhập dự phòng tài sản có rủi ro tín dụng,Hoàn nhập dự phòng tài sản có rủi ro tín dụng,Hoàn nhập dự phòng tài sản có rủi ro tín dụng,(302),(304),-302.0,-304.0
Trích lập dự phòng tài sản khác,Trích lập dự phòng tài sản khác,Trích lập dự phòng tài sản khác,18.022,29.099,18022.0,29099.0
Số cuối năm,Số cuối năm,Số cuối năm,173.963,156.243,173963.0,156243.0
