row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Khôngchịu lãiTriệu đồng,Dưới 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 6thángTriệu đồng,Từ 6 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Khôngchịu lãiTriệu đồng,numeric__Dưới 1thángTriệu đồng,numeric__Từ 1 - 3thángTriệu đồng,numeric__Từ 3 - 6thángTriệu đồng,numeric__Từ 6 - 12thángTriệu đồng,numeric__Từ 1 - 5nămTriệu đồng,numeric__Trên 5nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,485.554,-,-,-,-,-,-,485.554,,485554.0,,,,,,,485554.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,4.400.485,-,-,-,-,-,4.400.485,,,4400485.0,,,,,,4400485.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,16.320.455,5.010.883,-,-,-,-,21.331.338,,,16320455.0,5010883.0,,,,,21331338.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,4.876.884,-,-,-,-,-,-,4.876.884,,4876884.0,,,,,,,4876884.0
Các công cụ tài chính phải sinh,Tài sản > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,115.879,-,-,-,-,-,-,115.879,,115879.0,,,,,,,115879.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,3.103.408,-,-,65.880.591,-,-,-,-,68.983.999,3103408.0,,,65880591.0,,,,,68983999.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,153.234,-,-,-,-,153.234,,,,153234.0,,,,,153234.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,826.212,-,1.306.869,-,541.269,9.775.007,4.878.861,17.328.218,,826212.0,,1306869.0,,541269.0,9775007.0,4878861.0,17328218.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,376.936,-,-,-,-,-,-,376.936,,376936.0,,,,,,,376936.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,913.863,-,-,-,-,-,-,913.863,,913863.0,,,,,,,913863.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,221.125,2.978.663,-,-,-,-,-,-,3.199.788,221125.0,2978663.0,,,,,,,3199788.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.324.533,10.573.991,20.720.940,72.351.577,-,541.269,9.775.007,4.878.861,122.166.178,3324533.0,10573991.0,20720940.0,72351577.0,,541269.0,9775007.0,4878861.0,122166178.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,20.048.473,5.822.727,515.091,889.047,104.978,34.729,27.415.045,,,20048473.0,5822727.0,515091.0,889047.0,104978.0,34729.0,27415045.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,23.019.930,16.555.410,15.871.731,11.492.387,899.254,10.663,67.849.375,,,23019930.0,16555410.0,15871731.0,11492387.0,899254.0,10663.0,67849375.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,373,545,692,2.816,542.372,11.763,558.561,,,373.0,545.0,692.0,2816.0,542372.0,11763.0,558561.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,1.030,4.900,11.400.000,-,11.405.930,,,,,1030.0,4900.0,11400000.0,,11405930.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,1.975.723,-,-,-,-,-,-,1.975.723,,1975723.0,,,,,,,1975723.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,1.975.723,43.068.776,22.378.682,16.388.544,12.389.150,12.946.604,57.155,109.204.634,,1975723.0,43068776.0,22378682.0,16388544.0,12389150.0,12946604.0,57155.0,109204634.0
Mức chênh nhạy cảm với lãi suấtnội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suấtnội bằng,Mức chênh nhạy cảm với lãi suấtnội bằng,3.324.533,8.598.268,(22.347.836),49.972.895,(16.388.544),(11.847.881),(3.171.597),4.821.706,12.961.544,3324533.0,8598268.0,-22347836.0,49972895.0,-16388544.0,-11847881.0,-3171597.0,4821706.0,12961544.0
Mức chênh nhạy cảm với lãi suấtngoại bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suấtngoại bằng,Mức chênh nhạy cảm với lãi suấtngoại bằng,-,-,-,-,1.291.825,-,-,-,1.291.825,,,,,1291825.0,,,,1291825.0
