row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu từ nghiệp vụ bán nợ (i),Phải thu từ nghiệp vụ bán nợ (i),Phải thu từ nghiệp vụ bán nợ (i),132.865,1.168.367,132865.0,1168367.0
Phải thu giao dịch thể,Phải thu giao dịch thể,Phải thu giao dịch thể,464.969,125.504,464969.0,125504.0
Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,188.785,46.313,188785.0,46313.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,137.615,69.443,137615.0,69443.0
Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,Tạm ứng chi phí hoạt động cho đối tác,94.130,52.287,94130.0,52287.0
Phải thu bán chứng khoán (ii),Phải thu bán chứng khoán (ii),Phải thu bán chứng khoán (ii),89.728,35.855,89728.0,35855.0
Tài sản thiếu chờ xử lý (iii),Tài sản thiếu chờ xử lý (iii),Tài sản thiếu chờ xử lý (iii),74.210,74.299,74210.0,74299.0
Phải thu cổ tức ABBA - công ty con,Phải thu cổ tức ABBA - công ty con,Phải thu cổ tức ABBA - công ty con,73.647,97.484,73647.0,97484.0
"Đặt cọc, ký quỹ, thế chấp, cảm cố","Đặt cọc, ký quỹ, thế chấp, cảm cố","Đặt cọc, ký quỹ, thế chấp, cảm cố",66.469,77.873,66469.0,77873.0
Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),13.245,13.245,13245.0,13245.0
Tạm ứng mua sắm tài sản,Tạm ứng mua sắm tài sản,Tạm ứng mua sắm tài sản,7.557,2.467,7557.0,2467.0
Phải thu tiền đặt cọc quyền mua cổ phần Côngty Cổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Côngty Cổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Côngty Cổ phần Dược phẩm Viễn Đông (DVD) (v),5.225,5.225,5225.0,5225.0
Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,3.333,3.333,3333.0,3333.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,38.042,24.200,38042.0,24200.0
,,,1.389.820,1.795.895,1389820.0,1795895.0
