row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,35.829.682,"51,93",34.070.180,"53,83",35829682.0,51.93,34070180.0,53.83
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,18.582.941,"26,94",17.372.132,"27,44",18582941.0,26.94,17372132.0,27.44
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,15.074.275,"21,85",14.194.134,"22,43",15074275.0,21.85,14194134.0,22.43
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.748.046,"2,53",1.930.535,"3,05",1748046.0,2.53,1930535.0,3.05
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,352.213,"0,51",417.460,"0,66",352213.0,0.51,417460.0,0.66
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,23.556,"0,03",30.365,"0,05",23556.0,0.03,30365.0,0.05
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,20.582,"0,03",93.308,"0,15",20582.0,0.03,93308.0,0.15
"Đơn vị hành chính sự nghiệp, Đằng,Đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng,Đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng,Đoàn thể và hiệp hội",-,-,17.677,"0,03",,,17677.0,0.03
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,14.715,"0,02",-,-,14715.0,0.02,,
Khác,Khác,Khác,13.354,"0,02",14.569,"0,02",13354.0,0.02,14569.0,0.02
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,33.154.317,"48,07",29.222.971,"46,17",33154317.0,48.07,29222971.0,46.17
,,,68.983.999,"100,00",63.293.151,"100,00",68983999.0,100.0,63293151.0,100.0
