row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,21.331.338,28.367.461,21331338.0,28367461.0
Chứng khoán nợ - chứng khoán kinh doanh,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Chứng khoán nợ - chứng khoán kinh doanh,Chứng khoán nợ - chứng khoán kinh doanh,4.876.884,2.001.459,4876884.0,2001459.0
Công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,115.879,-,115879.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,33.154.317,29.222.971,33154317.0,29222971.0
- Cho vay khách hàng tổ chức,Cho vay khách hàng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,35.829.682,34.070.180,35829682.0,34070180.0
Hoạt động mua nợ,Cho vay khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,153.234,153.234,153234.0,153234.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ - sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,8.818.554,7.537.965,8818554.0,7537965.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,1.908.423,1.897.094,1908423.0,1897094.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,1.841.710,2.369.549,1841710.0,2369549.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,595.132,763.010,595132.0,763010.0
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,5.263.690,4.895.559,5263690.0,4895559.0
