row_label_raw,row_label_full,col_0,Số cuối năm > Số cổ phần,Số cuối năm > Giá trịTriệu đồng,Số cuối năm > Tỷ lệ sở hữu%,Số đầu năm > Số cổ phần,Số đầu năm > Giá trịTriệu đồng,Số đầu năm > Tỷ lệ sở hữu%,numeric__Số cuối năm > Số cổ phần,numeric__Số cuối năm > Giá trịTriệu đồng,numeric__Số cuối năm > Tỷ lệ sở hữu%,numeric__Số đầu năm > Số cổ phần,numeric__Số đầu năm > Giá trịTriệu đồng,numeric__Số đầu năm > Tỷ lệ sở hữu%
Malayan Banking Berhad,Malayan Banking Berhad,Malayan Banking Berhad,114.265.019,1.142.650,"16,39",114.265.019,1.142.650,"20,00",114265019.0,1142650.0,16.39,114265019.0,1142650.0,20.0
Công ty Cổ phần Xuất nhập khẩu,Công ty Cổ phần Xuất nhập khẩu,Công ty Cổ phần Xuất nhập khẩu,,,,,,,,,,,,
"Tổng hợp Hà Nội (""Geleximco"")","Công ty Cổ phần Xuất nhập khẩu > Tổng hợp Hà Nội (""Geleximco"")","Tổng hợp Hà Nội (""Geleximco"")",89.066.897,890.669,"12,78",74.222.415,742.224,"12,99",89066897.0,890669.0,12.78,74222415.0,742224.0,12.99
"Công ty Tài chính Quốc tế (""IFC"")","Công ty Cổ phần Xuất nhập khẩu > Công ty Tài chính Quốc tế (""IFC"")","Công ty Tài chính Quốc tế (""IFC"")",57.155.477,571.555,"8,20",57.155.477,571.555,"10,00",57155477.0,571555.0,8.2,57155477.0,571555.0,10.0
Các cổ đông khác,Công ty Cổ phần Xuất nhập khẩu > Các cổ đông khác,Các cổ đông khác,436.512.460,4.365.125,"62,63",325.668.444,3.256.685,"57,01",436512460.0,4365125.0,62.63,325668444.0,3256685.0,57.01
,,,696.999.853,6.969.999,"100,00",571.311.355,5.713.114,"100,00",696999853.0,6969999.0,100.0,571311355.0,5713114.0,100.0
