row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.5,(316.820),(297.174),135.0,-316820.0,-297174.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,376.936,426.324,,376936.0,426324.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,14.1,260.000,260.000,141.0,260000.0,260000.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,116.936,182.978,142.0,116936.0,182978.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.3,-,(16.654),143.0,,-16654.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,913.863,955.727,,913863.0,955727.0
Tải sản cố định hữu hình,TÀI SẢN > Tải sản cố định hữu hình,Tải sản cố định hữu hình,15.1,551.507,578.998,151.0,551507.0,578998.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.160.728,1.139.587,,1160728.0,1139587.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(609.221),(560.589),,-609221.0,-560589.0
Tải sản cố định vô hình,TÀI SẢN > Tải sản cố định vô hình,Tải sản cố định vô hình,15.2,362.356,376.729,152.0,362356.0,376729.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,639.707,624.943,,639707.0,624943.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(277.351),(248.214),,-277351.0,-248214.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,3.025.825,3.524.033,,3025825.0,3524033.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,1.389.820,1.795.895,161.0,1389820.0,1795895.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",16.2,765.402,772.150,162.0,765402.0,772150.0
Tải sản Có khác,TÀI SẢN > Tải sản Có khác,Tải sản Có khác,16.3,1.044.566,1.112.231,163.0,1044566.0,1112231.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,16.4,(173.963),(156.243),164.0,-173963.0,-156243.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,120.862.093,116.267.442,,120862093.0,116267442.0
