row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,514.451,821.491,514451.0,821491.0
Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,504.038,468.029,504038.0,468029.0
Lãi phải trả từ giao dịch hoán đổi,Lãi phải trả từ giao dịch hoán đổi,Lãi phải trả từ giao dịch hoán đổi,176.747,54.000,176747.0,54000.0
Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,153.479,19.065,153479.0,19065.0
Lãi phải trả từ giao dịch kỳ hạn,Lãi phải trả từ giao dịch kỳ hạn,Lãi phải trả từ giao dịch kỳ hạn,67.315,22.402,67315.0,22402.0
Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,8.173,7.701,8173.0,7701.0
Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,1.110,167,1110.0,167.0
"Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng ngoại tệ","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng ngoại tệ","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng ngoại tệ",669,1.227,669.0,1227.0
Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,133,3,133.0,3.0
"Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND",39,63,39.0,63.0
,,,1.426.154,1.394.148,1426154.0,1394148.0
