row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,1.747.766.585.609,470.954.993.112,1.0,,1747766585609.0,470954993112.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khẩu hao TSCĐ,Điều chỉnh cho các khoản > Khẩu hao TSCĐ,Khẩu hao TSCĐ,02,,604.176.935.794,407.519.822.055,2.0,,604176935794.0,407519822055.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,914.607.019.999,3.711.543.636.438,3.0,,914607019999.0,3711543636438.0
(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > (Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,(485.103.816.448),(60.912.216.702),4.0,,-485103816448.0,-60912216702.0
(Lãi) hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(731.573.685.441),(847.453.932.449),5.0,,-731573685441.0,-847453932449.0
Chỉ phí lãi vay,Điều chỉnh cho các khoản > Chỉ phí lãi vay,Chỉ phí lãi vay,06,,3.211.952.994.975,1.950.254.195.864,6.0,,3211952994975.0,1950254195864.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,5.261.826.034.488,5.631.906.498.318,8.0,,5261826034488.0,5631906498318.0
Giảm/(Tăng) các khoản phải thu,Điều chỉnh cho các khoản > Giảm/(Tăng) các khoản phải thu,Giảm/(Tăng) các khoản phải thu,09,,3.095.433.464.670,(4.031.138.001.459),9.0,,3095433464670.0,-4031138001459.0
(Tăng)/Giảm hàng tồn kho,Điều chỉnh cho các khoản > (Tăng)/Giảm hàng tồn kho,(Tăng)/Giảm hàng tồn kho,10,,(1.302.051.216.979),279.331.528.411,10.0,,-1302051216979.0,279331528411.0
"(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > (Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(4.760.018.223.681),(1.787.453.993.509),11.0,,-4760018223681.0,-1787453993509.0
(Tăng) chi phí trả trước,Điều chỉnh cho các khoản > (Tăng) chi phí trả trước,(Tăng) chi phí trả trước,12,,(793.373.055.045),(2.144.056.381.354),12.0,,-793373055045.0,-2144056381354.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(3.203.138.049.663),(2.133.310.794.200),14.0,,-3203138049663.0,-2133310794200.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(130.000.000),(140.802.046.115),17.0,,-130000000.0,-140802046115.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(1.701.451.046.210),(4.325.523.189.908),20.0,,-1701451046210.0,-4325523189908.0
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Điều chỉnh cho các khoản > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(8.786.260.179.262),(1.330.886.026.171),21.0,,-8786260179262.0,-1330886026171.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Điều chỉnh cho các khoản > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,858.882.000.000,2.023.778.913.857,22.0,,858882000000.0,2023778913857.0
