row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Chi phí sử dụng dịch vụ,Chi phí sử dụng dịch vụ,Chi phí sử dụng dịch vụ,Chi phí sử dụng dịch vụ,Chi phí sử dụng dịch vụ,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Chi phí sử dụng dịch vụ > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,390.068.602.204,383.807.380.150,390068602204.0,383807380150.0
Công ty TNHH Bảo hiểm HD,Chi phí sử dụng dịch vụ > Công ty TNHH Bảo hiểm HD,Công ty TNHH Bảo hiểm HD,171.389.981.200,173.326.580.717,171389981200.0,173326580717.0
Vietjet Air IVB No.I Limited,Chi phí sử dụng dịch vụ > Vietjet Air IVB No.I Limited,Vietjet Air IVB No.I Limited,522.884.723.303,115.122.729.000,522884723303.0,115122729000.0
Đối tượng khác,Chi phí sử dụng dịch vụ > Đối tượng khác,Đối tượng khác,322.728.055.499,66.299.418.471,322728055499.0,66299418471.0
,,,1.407.071.362.206,738.556.108.338,1407071362206.0,738556108338.0
Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,Tiền vay đã nhận trong năm,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Tiền vay đã nhận trong năm > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,18.622.079.067.078,14.379.372.547.496,18622079067078.0,14379372547496.0
Khác,Tiền vay đã nhận trong năm > Khác,Khác,90.000.000.000,-,90000000000.0,
,,,18.712.079.067.078,14.379.372.547.496,18712079067078.0,14379372547496.0
Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,Chi trả nợ gốc vay trong năm,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Chi trả nợ gốc vay trong năm > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,19.041.206.697.120,14.087.057.612.572,19041206697120.0,14087057612572.0
Khác,Chi trả nợ gốc vay trong năm > Khác,Khác,20.000.000.000,-,20000000000.0,
,,,19.061.206.697.120,14.087.057.612.572,19061206697120.0,14087057612572.0
Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,Gửi tiền có kỳ hạn và chứng chỉ tiền gửi với,,
Ngân Hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân Hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân Hàng TMCP Phát triển TP. Hồ Chí Minh,,,,
Gửi tiền,Ngân Hàng TMCP Phát triển TP. Hồ Chí Minh > Gửi tiền,Gửi tiền,1.485.000.000.000,2.100.000.000.000,1485000000000.0,2100000000000.0
Thu hồi tiền gửi,Ngân Hàng TMCP Phát triển TP. Hồ Chí Minh > Thu hồi tiền gửi,Thu hồi tiền gửi,(2.685.000.000.000),(900.000.000.000),-2685000000000.0,-900000000000.0
Chi phí thanh lý hợp đồng,Chi phí thanh lý hợp đồng,Chi phí thanh lý hợp đồng,Chi phí thanh lý hợp đồng,Chi phí thanh lý hợp đồng,,
Công ty TNHH Victoria Academy,Chi phí thanh lý hợp đồng > Công ty TNHH Victoria Academy,Công ty TNHH Victoria Academy,-,66.511.991.631,,66511991631.0
,,,-,66.511.991.631,,66511991631.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Chi phí lãi vay > Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,209.125.394.786,249.245.305.721,209125394786.0,249245305721.0
Công ty TNHH Victoria Academy,Chi phí lãi vay > Công ty TNHH Victoria Academy,Công ty TNHH Victoria Academy,906.164.384,3.600.000.000,906164384.0,3600000000.0
Công ty TNHH Capital One Financial Consultant Corp,Chi phí lãi vay > Công ty TNHH Capital One Financial Consultant Corp,Công ty TNHH Capital One Financial Consultant Corp,316.986.301,-,316986301.0,
,,,210.348.545.471,252.845.305.721,210348545471.0,252845305721.0
Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán,Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán,Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán,Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán,Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán,,
Công ty Cổ phần Tập đoàn Sovico,Bù trừ lãi tiền vay phải trả cho các khoản ứng trước ngắn hạn cho người bán > Công ty Cổ phần Tập đoàn Sovico,Công ty Cổ phần Tập đoàn Sovico,-,154.243.835.625,,154243835625.0
,,,-,154.243.835.625,,154243835625.0
