row_label_raw,row_label_full,col_0,Nợ gốcVND,Chi phí lãi thuêVND,Tổng nợ thuệtài chínhVND,numeric__Nợ gốcVND,numeric__Chi phí lãi thuêVND,numeric__Tổng nợ thuệtài chínhVND
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,3.749.434.962.465,2.488.629.390.790,6.238.064.353.255,3749434962465.0,2488629390790.0,6238064353255.0
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,305.164.895.027,404.053.803.040,709.218.698.067,305164895027.0,404053803040.0,709218698067.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,1.221.029.753.238,1.274.473.899.828,2.495.503.653.066,1221029753238.0,1274473899828.0,2495503653066.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,2.223.240.314.200,810.101.687.922,3.033.342.002.122,2223240314200.0,810101687922.0,3033342002122.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,3.602.314.551.497,2.194.837.935.655,5.797.152.487.152,3602314551497.0,2194837935655.0,5797152487152.0
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,319.202.154.636,386.856.361.800,706.058.516.436,319202154636.0,386856361800.0,706058516436.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,1.277.241.576.086,1.199.825.469.018,2.477.067.045.104,1277241576086.0,1199825469018.0,2477067045104.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,2.005.870.820.775,608.156.104.837,2.614.026.925.612,2005870820775.0,608156104837.0,2614026925612.0
