row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,27,71.731.352.252.730,53.691.307.063.448,1.0,27.0,71731352252730.0,53691307063448.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,71.731.352.252.730,53.691.307.063.448,10.0,,71731352252730.0,53691307063448.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,28,64.719.797.248.581,51.261.680.688.167,11.0,28.0,64719797248581.0,51261680688167.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,7.011.555.004.149,2.429.626.375.281,20.0,,7011555004149.0,2429626375281.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,1.919.460.338.731,2.908.133.380.091,21.0,29.0,1919460338731.0,2908133380091.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,3.435.122.944.453,2.221.085.747.638,22.0,30.0,3435122944453.0,2221085747638.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,3.211.952.994.975,1.950.254.195.864,23.0,,3211952994975.0,1950254195864.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,31,2.690.039.469.307,2.126.946.367.157,25.0,31.0,2690039469307.0,2126946367157.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,1.207.824.946.226,1.061.031.125.102,26.0,32.0,1207824946226.0,1061031125102.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.598.027.982.894,(71.303.484.525),30.0,,1598027982894.0,-71303484525.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,33,187.722.825.962,661.921.383.399,31.0,33.0,187722825962.0,661921383399.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,37.984.223.247,119.662.905.762,32.0,,37984223247.0,119662905762.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,149.738.602.715,542.258.477.637,40.0,,149738602715.0,542258477637.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,1.747.766.585.609,470.954.993.112,50.0,,1747766585609.0,470954993112.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,34,-,-,51.0,34.0,,
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,34,470.991.417.767,307.720.703.385,52.0,34.0,470991417767.0,307720703385.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.276.775.167.842,163.234.289.727,60.0,,1276775167842.0,163234289727.0
