row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,,38.278.883.094.161,38.685.648.486.600,100.0,,38278883094161.0,38685648486600.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,4.511.916.689.423,5.021.589.880.532,110.0,4.0,4511916689423.0,5021589880532.0
Tiền,Tiền,Tiền,111,,3.981.962.396.509,2.398.636.951.999,111.0,,3981962396509.0,2398636951999.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,529.954.292.914,2.622.952.928.533,112.0,,529954292914.0,2622952928533.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5,3.814.104.269.073,603.550.000.000,120.0,5.0,3814104269073.0,603550000000.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,990.000.000.000,990.000.000.000,121.0,,990000000000.0,990000000000.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(386.800.000.000),(486.450.000.000),122.0,,-386800000000.0,-486450000000.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,3.210.904.269.073,100.000.000.000,123.0,,3210904269073.0,100000000000.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,27.712.755.410.526,32.150.722.690.680,130.0,,27712755410526.0,32150722690680.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,10.799.422.792.110,9.499.014.343.377,131.0,6.0,10799422792110.0,9499014343377.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,776.118.910.042,1.783.645.127.097,132.0,7.0,776118910042.0,1783645127097.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.633.712.453.293,457.000.000.000,135.0,8.0,1633712453293.0,457000000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,14.582.279.695.081,20.411.063.220.206,136.0,9.0,14582279695081.0,20411063220206.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,9,(78.778.440.000),-,137.0,9.0,-78778440000.0,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,2.005.435.760.243,703.384.543.264,140.0,10.0,2005435760243.0,703384543264.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,2.005.435.760.243,703.384.543.264,141.0,,2005435760243.0,703384543264.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,234.670.964.896,206.401.372.124,150.0,,234670964896.0,206401372124.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,11,199.973.081.166,138.358.270.048,151.0,11.0,199973081166.0,138358270048.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17(a),34.697.883.730,68.043.102.076,153.0,,34697883730.0,68043102076.0
