row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,01/01/2024,01/01/2024_1,01/01/2024_2,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2
,,,Tỷ lệ%,Giá gốcVND,Dự phòngVND,Tỷ lệ%,Giá gốcVND,Dự phòngVND,,,,,,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,,,,,,
Đầu tư vào công ty con (I),Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con (I),Đầu tư vào công ty con (I),,81.500.000.000,-,,81.500.000.000,-,,81500000000.0,,,81500000000.0,
+ Công ty TNHH Galaxy Pay,Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Galaxy Pay,+ Công ty TNHH Galaxy Pay,100,50.000.000.000,-,100,50.000.000.000,-,100.0,50000000000.0,,100.0,50000000000.0,
+ Công ty Cổ Phần Swift 247,Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ Phần Swift 247,+ Công ty Cổ Phần Swift 247,67,31.500.000.000,-,67,31.500.000.000,-,67.0,31500000000.0,,67.0,31500000000.0,
+ Vietjet IVB No.I Limited (i),Đầu tư góp vốn vào đơn vị khác > + Vietjet IVB No.I Limited (i),+ Vietjet IVB No.I Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
+ Vietjet IVB No.II Limited (i),Đầu tư góp vốn vào đơn vị khác > + Vietjet IVB No.II Limited (i),+ Vietjet IVB No.II Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
+ Vietjet Air Singapore Pte Ltd (i),Đầu tư góp vốn vào đơn vị khác > + Vietjet Air Singapore Pte Ltd (i),+ Vietjet Air Singapore Pte Ltd (i),100,-,-,100,-,-,100.0,,,100.0,,
+ Vietjet Air Ireland No. 1 Limited (i),Đầu tư góp vốn vào đơn vị khác > + Vietjet Air Ireland No. 1 Limited (i),+ Vietjet Air Ireland No. 1 Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
+ Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),+ Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),100,-,-,100,-,-,100.0,,,100.0,,
"Đầu tư vào công ty liên doanh, liên kết (I)","Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty liên doanh, liên kết (I)","Đầu tư vào công ty liên doanh, liên kết (I)",,60.000.000.000,(60.000.000.000),,60.000.000.000,(60.000.000.000),,60000000000.0,-60000000000.0,,60000000000.0,-60000000000.0
+ Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,+ Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,10,60.000.000.000,(60.000.000.000),10,60.000.000.000,(60.000.000.000),10.0,60000000000.0,-60000000000.0,10.0,60000000000.0,-60000000000.0
"+ Thai Vietjet Air Joint Stock Co., Ltd. (i)","Đầu tư góp vốn vào đơn vị khác > + Thai Vietjet Air Joint Stock Co., Ltd. (i)","+ Thai Vietjet Air Joint Stock Co., Ltd. (i)",9,-,-,9,-,-,9.0,,,9.0,,
Đầu tư vào đơn vị khác (2),Đầu tư góp vốn vào đơn vị khác > Đầu tư vào đơn vị khác (2),Đầu tư vào đơn vị khác (2),,149.417.024.400,-,,149.417.024.400,-,,149417024400.0,,,149417024400.0,
+ Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,+ Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,"9,1",149.417.024.400,-,"9,1",149.417.024.400,-,9.1,149417024400.0,,9.1,149417024400.0,
,,,,290.917.024.400,(60.000.000.000),,290.917.024.400,(60.000.000.000),,290917024400.0,-60000000000.0,,290917024400.0,-60000000000.0
