row_label_raw,row_label_full,col_0,Chi phí bảo dưỡngtàu bay trả trướcVND,Chi phí hoàn trảtài sản thuêVND,"Chi phí kiểm tra,sửa chữa tàu bayVND","Phụ tùng,công cụ và dụng cụVND",Chi phí thuê tàubay hoãn lạiVND,KhácVND,CộngVND,numeric__Chi phí bảo dưỡngtàu bay trả trướcVND,numeric__Chi phí hoàn trảtài sản thuêVND,"numeric__Chi phí kiểm tra,sửa chữa tàu bayVND","numeric__Phụ tùng,công cụ và dụng cụVND",numeric__Chi phí thuê tàubay hoãn lạiVND,numeric__KhácVND,numeric__CộngVND
01/01/2023,01/01/2023,01/01/2023,5.023.761.090.900,608.163.922.799,495.343.640.432,266.882.921.837,-,241.723.764.157,6.635.875.340.125,5023761090900.0,608163922799.0,495343640432.0,266882921837.0,,241723764157.0,6635875340125.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.066.687.396.654,190.027.889.069,405.856.279.188,515.077.466.569,875.071.909.143,296.158.734.676,4.348.879.675.299,2066687396654.0,190027889069.0,405856279188.0,515077466569.0,875071909143.0,296158734676.0,4348879675299.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(729.459.161.822),(117.125.728.463),(160.517.980.441),(442.395.289.267),-,(468.142.774.713),(1.917.640.934.706),-729459161822.0,-117125728463.0,-160517980441.0,-442395289267.0,,-468142774713.0,-1917640934706.0
Phân loại lại,Phân loại lại,Phân loại lại,-,-,(166.978.535.748),(65.499.397.072),-,218.298.389.324,(14.179.543.496),,,-166978535748.0,-65499397072.0,,218298389324.0,-14179543496.0
01/01/2024,01/01/2024,01/01/2024,6.360.989.325.732,681.066.083.405,573.703.403.431,274.065.702.067,875.071.909.143,288.038.113.444,9.052.934.537.222,6360989325732.0,681066083405.0,573703403431.0,274065702067.0,875071909143.0,288038113444.0,9052934537222.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,50.553.940.931,27.829.045.296,246.891.896.713,700.851.709.329,1.267.232.250.468,119.660.192.829,2.413.019.035.566,50553940931.0,27829045296.0,246891896713.0,700851709329.0,1267232250468.0,119660192829.0,2413019035566.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(978.620.170.376),(120.333.202.392),(235.163.736.366),(192.066.402.962),-,(149.849.892.362),(1.676.033.404.458),-978620170376.0,-120333202392.0,-235163736366.0,-192066402962.0,,-149849892362.0,-1676033404458.0
Phân loại lại,Phân loại lại,Phân loại lại,-,-,(75.706.348.549),100.455.038.994,-,(29.976.077.626),(5.227.387.181),,,-75706348549.0,100455038994.0,,-29976077626.0,-5227387181.0
31/12/2024,31/12/2024,31/12/2024,5.432.923.096.287,588.561.926.309,509.725.215.229,883.306.047.428,2.142.304.159.611,227.872.336.285,9.784.692.781.149,5432923096287.0,588561926309.0,509725215229.0,883306047428.0,2142304159611.0,227872336285.0,9784692781149.0
