row_label_raw,row_label_full,Bên cho vay,Loại tiền,31/12/2024VND,01/01/2024VND,numeric__Loại tiền,numeric__31/12/2024VND,numeric__01/01/2024VND
Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,,,
Công ty TNHH Victoria Academy (*),Khoản vay không có tài sản đảm bảo > Công ty TNHH Victoria Academy (*),Công ty TNHH Victoria Academy (*),VND,90.000.000.000,45.000.000.000,,90000000000.0,45000000000.0
Công ty TNHH Capital One Financial Consultant Corp (**),Khoản vay không có tài sản đảm bảo > Công ty TNHH Capital One Financial Consultant Corp (**),Công ty TNHH Capital One Financial Consultant Corp (**),VND,25.000.000.000,-,,25000000000.0,
,,,,115.000.000.000,45.000.000.000,,115000000000.0,45000000000.0
