row_label_raw,row_label_full,Hợp đồng,Hình thức,Nợ gốc,Thời hạn,numeric__Hình thức,numeric__Nợ gốc,numeric__Thời hạn
VP#62719953.3 ngày 15 tháng 9 năm 2023,VP#62719953.3 ngày 15 tháng 9 năm 2023,VP#62719953.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.194.860.193.469,120 tháng kể từ ngày giao tàu bay,,1194860193469.0,
VP#62719971.3 ngày 15 tháng 9 năm 2023,VP#62719971.3 ngày 15 tháng 9 năm 2023,VP#62719971.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.194.860.252.481,120 tháng kể từ ngày giao tàu bay,,1194860252481.0,
VP#62720020.3 ngày 15 tháng 9 năm 2023,VP#62720020.3 ngày 15 tháng 9 năm 2023,VP#62720020.3 ngày 15 tháng 9 năm 2023,Thuê tài chính,1.212.594.105.547,120 tháng kể từ ngày giao tàu bay,,1212594105547.0,
,,,,3.602.314.551.497,,,3602314551497.0,
Đáo hạn trong vòng 1 năm tài chính,Đáo hạn trong vòng 1 năm tài chính,Đáo hạn trong vòng 1 năm tài chính,Đáo hạn trong vòng 1 năm tài chính,(319.202.154.636),,,-319202154636.0,
,,,,3.283.112.396.861,,,3283112396861.0,
