row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",18.174,13.915,18174.0,13915.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,5.975.488,5.831.187,5975488.0,5831187.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.044.579,1.829.223,2044579.0,1829223.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,442.489,373.126,442489.0,373126.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,6.172,9.945,6172.0,9945.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,3.482.248,3.618.893,3482248.0,3618893.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.742.806,1.706.075,1742806.0,1706075.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,368.629,352.609,368629.0,352609.0
- Chi khác,- Chi khác,- Chi khác,1.374.177,1.353.466,1374177.0,1353466.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,2.265.352,3.226.947,2265352.0,3226947.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",504.504,455.482,504504.0,455482.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),8.546,28.119,8546.0,28119.0
,,,10.514.870,11.261.725,10514870.0,11261725.0
