row_label_raw,row_label_full,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
966.769,966.769,966.769,266.634,3.330,1.722,18.059,16.383,2.427,1.275.324,266634.0,3330.0,1722.0,18059.0,16383.0,2427.0,1275324.0
9.203.634,9.203.634,9.203.634,-,-,-,-,-,-,9.203.634,,,,,,,9203634.0
32.526.270,32.526.270,32.526.270,-,211.224,5.701.721,55.929,40.469,88.845,38.624.458,,211224.0,5701721.0,55929.0,40469.0,88845.0,38624458.0
10.730.314,10.730.314,10.730.314,3.056,-,-,-,-,-,10.733.370,3056.0,,,,,,10733370.0
1.554.514,1.554.514,1.554.514,4.424,9.539,42.804,-,-,6,1.611.287,4424.0,9539.0,42804.0,,,6.0,1611287.0
54.981.501,54.981.501,54.981.501,274.114,224.093,5.746.247,73.988,56.852,91.278,61.448.073,274114.0,224093.0,5746247.0,73988.0,56852.0,91278.0,61448073.0
4.203.543,4.203.543,4.203.543,-,9.520,42.710,-,-,-,4.255.773,,9520.0,42710.0,,,,4255773.0
11.443.270,11.443.270,11.443.270,-,180.007,674.390,59.219,24.215,40.261,12.421.362,,180007.0,674390.0,59219.0,24215.0,40261.0,12421362.0
42.130.028,42.130.028,42.130.028,-,5.360,4.805.912,-,18.329,24.578,46.984.207,,5360.0,4805912.0,,18329.0,24578.0,46984207.0
-,-,-,-,-,14.680,-,-,-,14.680,,,14680.0,,,,14680.0
481.310,481.310,481.310,-,19.077,3.003,11.490,6.310,9.925,531.115,,19077.0,3003.0,11490.0,6310.0,9925.0,531115.0
58.258.151,58.258.151,58.258.151,-,213.964,5.540.695,70.709,48.854,74.764,64.207.137,,213964.0,5540695.0,70709.0,48854.0,74764.0,64207137.0
(3.276.650),(3.276.650),(3.276.650),274.114,10.129,205.552,3.279,7.998,16.514,(2.759.064),274114.0,10129.0,205552.0,3279.0,7998.0,16514.0,-2759064.0
800.271,800.271,800.271,-,8.845,(17.039),6.615,-,23.888,822.580,,8845.0,-17039.0,6615.0,,23888.0,822580.0
(2.476.379),(2.476.379),(2.476.379),274.114,18.974,188.513,9.894,7.998,40.402,(1.936.484),274114.0,18974.0,188513.0,9894.0,7998.0,40402.0,-1936484.0
