row_label_raw,row_label_full,Quá hạn,Không chịu lãi suất,Dưới 1 tháng,Từ 1 tháng đến 3 tháng,10 đến 3 tháng đến 6 tháng,15 đến 6 tháng đến 12 tháng,18 đến 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,numeric__Không chịu lãi suất,numeric__Dưới 1 tháng,numeric__Từ 1 tháng đến 3 tháng,numeric__10 đến 3 tháng đến 6 tháng,numeric__15 đến 6 tháng đến 12 tháng,numeric__18 đến 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
-,-,-,8.460.883,-,-,-,-,-,-,8.460.883,8460883.0,,,,,,,8460883.0
-,-,-,13.657.531,-,-,-,-,-,-,13.657.531,13657531.0,,,,,,,13657531.0
-,-,-,50.000,54.417.682,31.210.729,-,-,-,61.000,85.739.411,50000.0,54417682.0,31210729.0,,,,61000.0,85739411.0
-,-,-,644.059,-,-,-,-,-,-,644.059,644059.0,,,,,,,644059.0
-,-,-,100.072,-,-,-,-,-,-,100.072,100072.0,,,,,,,100072.0
3.578.691,3.578.691,3.578.691,-,7.288.169,388.402.523,8.766.136,1.502.760,261.215,353.825,410.153.319,,7288169.0,388402523.0,8766136.0,1502760.0,261215.0,353825.0,410153319.0
-,-,-,12.661,-,-,-,12.358.866,10.100.513,53.062.754,75.534.794,12661.0,,,,12358866.0,10100513.0,53062754.0,75534794.0
-,-,-,3.746.467,-,-,-,-,-,-,3.746.467,3746467.0,,,,,,,3746467.0
-,-,-,3.904.151,-,-,-,-,-,-,3.904.151,3904151.0,,,,,,,3904151.0
174.891,174.891,174.891,9.933.308,-,-,-,-,-,-,10.108.199,9933308.0,,,,,,,10108199.0
3.753.582,3.753.582,3.753.582,40.509.132,61.705.851,419.613.252,8.766.136,13.861.626,10.361.728,53.477.579,612.048.886,40509132.0,61705851.0,419613252.0,8766136.0,13861626.0,10361728.0,53477579.0,612048886.0
-,-,-,-,1.666,504.210,-,-,-,-,505.876,,1666.0,504210.0,,,,,505876.0
-,-,-,-,33.329.530,31.488.557,2.500.743,-,-,-,67.318.830,,33329530.0,31488557.0,2500743.0,,,,67318830.0
-,-,-,-,98.052.030,95.765.728,122.238.753,43.170.201,56.527.475,-,415.754.187,,98052030.0,95765728.0,122238753.0,43170201.0,56527475.0,,415754187.0
-,-,-,-,-,42.945,-,-,-,17.243,60.188,,,42945.0,,,,17243.0,60188.0
-,-,-,-,-,-,-,12.025.276,29.770.249,2.407.096,44.202.621,,,,,12025276.0,29770249.0,2407096.0,44202621.0
-,-,-,21.860.815,-,-,-,-,-,-,21.860.815,21860815.0,,,,,,,21860815.0
-,-,-,21.860.815,131.383.226,127.801.440,124.739.496,55.195.477,86.297.724,2.424.339,549.702.517,21860815.0,131383226.0,127801440.0,124739496.0,55195477.0,86297724.0,2424339.0,549702517.0
3.753.582,3.753.582,3.753.582,18.648.317,(69.677.375),291.811.812,(115.973.360),(41.333.851),(75.935.996),51.053.240,62.346.369,18648317.0,-69677375.0,291811812.0,-115973360.0,-41333851.0,-75935996.0,51053240.0,62346369.0
-,-,-,-,-,-,-,2.160,-,-,2.160,,,,,2160.0,,,2160.0
3.753.582,3.753.582,3.753.582,18.648.317,(69.677.375),291.811.812,(115.973.360),(41.331.691),(75.935.996),51.053.240,62.348.529,18648317.0,-69677375.0,291811812.0,-115973360.0,-41331691.0,-75935996.0,51053240.0,62348529.0
