row_label_raw,row_label_full,col_0,31.12.2023Triệu VND,31.12.2022Triệu VND,numeric__31.12.2023Triệu VND,numeric__31.12.2022Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.438.543,1.656.901,1438543.0,1656901.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,3.808.840,5.167.285,3808840.0,5167285.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,289.990,404.584,289990.0,404584.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),2.480.993,2.413.715,2480993.0,2413715.0
- Tiến giữ hộ và đợi thanh toán,- Tiến giữ hộ và đợi thanh toán,- Tiến giữ hộ và đợi thanh toán,291.442,173.950,291442.0,173950.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,746.415,2.175.036,746415.0,2175036.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),6.809.333,7.367.891,6809333.0,7367891.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",448.486,299.986,448486.0,299986.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.775.592,1.822.237,1775592.0,1822237.0
,,,14.280.794,16.314.300,14280794.0,16314300.0
