row_label_raw,row_label_full,col_0,Năm 2023Triệu VND,Năm 2022Triệu VND,numeric__Năm 2023Triệu VND,numeric__Năm 2022Triệu VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,Thu nhập khác > Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,Thu hồi nợ xấu đã sử dụng dự phòng để xử lý rủi ro,872.746,786.804,872746.0,786804.0
Thu từ hoạt động kinh doanh khác,Thu nhập khác > Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,98.993,182.787,98993.0,182787.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,97.667,53.771,97667.0,53771.0
,,,1.069.406,1.023.362,1069406.0,1023362.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi về hoạt động kinh doanh khác,Chi phí khác > Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(88.598),(139.353),-88598.0,-139353.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,(180.150),(19.190),-180150.0,-19190.0
,,,(268.748),(158.543),-268748.0,-158543.0
,,,800.658,864.819,800658.0,864819.0
