row_label_raw,row_label_full,col_0,31.12.2023Triệu VND,31.12.2022Triệu VND,numeric__31.12.2023Triệu VND,numeric__31.12.2022Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,96.772.545,82.684.359,96772545.0,82684359.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,7.411.358,7.607.695,7411358.0,7607695.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi có kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,102.975.511,75.991.773,102975511.0,75991773.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,327.629,387.367,327629.0,387367.0
Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,,,,
- Bằng đồng Việt Nam,Tiền gửi tiết kiệm > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,269.762.831,242.560.083,269762831.0,242560083.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm > - Bằng ngoại tệ,- Bằng ngoại tệ,4.320.576,4.506.125,4320576.0,4506125.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng đồng Việt Nam,Tiền gửi ký quỹ > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,1.517.412,1.421.923,1517412.0,1421923.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,113.479,121.733,113479.0,121733.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng đồng Việt Nam,Tiền gửi vốn chuyên dùng > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,199.592,133.244,199592.0,133244.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,248.320,339.885,248320.0,339885.0
,,,483.649.253,415.754.187,483649253.0,415754187.0
