row_label_raw,row_label_full,col_0,1.1.2023Triệu VND,Phát sinh trong năm,Phát sinh trong năm_1,31.12.2023Triệu VND,numeric__1.1.2023Triệu VND,numeric__Phát sinh trong năm,numeric__Phát sinh trong năm_1,numeric__31.12.2023Triệu VND
,,,1.1.2023Triệu VND,Số phải nộpTriệu VND,Số đã nộpTriệu VND,31.12.2023Triệu VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,25.349,408.387,(342.424),91.312,25349.0,408387.0,-342424.0,91312.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,2.319.022,3.881.918,(3.930.009),2.270.931,2319022.0,3881918.0,-3930009.0,2270931.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,69.344,729.178,(679.772),118.750,69344.0,729178.0,-679772.0,118750.0
,,,2.413.715,5.019.483,(4.952.205),2.480.993,2413715.0,5019483.0,-4952205.0,2480993.0
