row_label_raw,row_label_full,col_0,31.12.2023Triệu VND,31.12.2022Triệu VND,numeric__31.12.2023Triệu VND,numeric__31.12.2022Triệu VND
Thương mại,Thương mại,Thương mại,85.083.564,72.917.566,85083564.0,72917566.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,27.901.464,25.628.170,27901464.0,25628170.0
Xây dựng,Xây dựng,Xây dựng,18.024.588,16.373.028,18024588.0,16373028.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,13.855.783,10.367.944,13855783.0,10367944.0
"Tư vấn, kinh doanh bất động sản","Tư vấn, kinh doanh bất động sản","Tư vấn, kinh doanh bất động sản",5.730.095,4.862.421,5730095.0,4862421.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",3.773.489,3.267.318,3773489.0,3267318.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.676.652,1.771.724,1676652.0,1771724.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.402.589,1.227.034,1402589.0,1227034.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,677.254,826.528,677254.0,826528.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,1.811.477,89.111,1811477.0,89111.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,321.339.183,272.822.475,321339183.0,272822475.0
,,,481.276.138,410.153.319,481276138.0,410153319.0
