row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,2.109.703.391.777,3.365.038.841.169,2109703391777.0,3365038841169.0
Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,19.146.829.922,(187.123.563.003),19146829922.0,-187123563003.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,428.689.216.229,467.225.977.530,428689216229.0,467225977530.0
- Dự phòng giảm giá chứng khoán chưa niêm yết trong năm,- Dự phòng giảm giá chứng khoán chưa niêm yết trong năm,- Dự phòng giảm giá chứng khoán chưa niêm yết trong năm,-,14.110.196.600,,14110196600.0
- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,-,62.746.745.234,,62746745234.0
- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,190.943.874.738,248.642.119.067,190943874738.0,248642119067.0
- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,237.745.341.491,92.641.163.644,237745341491.0,92641163644.0
- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,-,49.085.752.985,,49085752985.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(409.542.386.307),(654.349.540.533),-409542386307.0,-654349540533.0
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(27.128.801.704),(33.908.194.016),-27128801704.0,-33908194016.0
- Chi phí dự phòng giảm giá chứng khoán trong năm,- Chi phí dự phòng giảm giá chứng khoán trong năm,- Chi phí dự phòng giảm giá chứng khoán trong năm,(17.179.284.676),-,-17179284676.0,
- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,(117.166.592.762),(211.731.605.555),-117166592762.0,-211731605555.0
- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,(75.173.833.201),(294.772.132.202),-75173833201.0,-294772132202.0
- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(82.299.576.402),(71.253.901.686),-82299576402.0,-71253901686.0
- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,(38.094.115.482),(33.537.927.279),-38094115482.0,-33537927279.0
- Điều chỉnh khác,- Điều chỉnh khác,- Điều chỉnh khác,(52.500.182.080),(9.145.779.795),-52500182080.0,-9145779795.0
Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,2.128.850.221.699,3.177.915.278.166,2128850221699.0,3177915278166.0
Thuế suất thuế TNDN,Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,425.770.044.343,635.583.055.633,425770044343.0,635583055633.0
Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,19.530.719.951,14.637.672.748,19530719951.0,14637672748.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,221.600.866.845,55.954.590.638,221600866845.0,55954590638.0
Điều chỉnh tâng thuế TNDN theo Quyết toán thuế,Điều chỉnh tâng thuế TNDN theo Quyết toán thuế,Điều chỉnh tâng thuế TNDN theo Quyết toán thuế,13.618.458.814,(139.497.142),13618458814.0,-139497142.0
Điều chỉnh thuế TNDN của công ty con theo biên bản của cơ quan thuế,Điều chỉnh thuế TNDN của công ty con theo biên bản của cơ quan thuế,Điều chỉnh thuế TNDN của công ty con theo biên bản của cơ quan thuế,74.117.686,-,74117686.0,
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(647.985.350.710),(484.434.955.032),-647985350710.0,-484434955032.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,32.608.856.929,221.600.866.845,32608856929.0,221600866845.0
