row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tạm ứng,Tạm ứng,Tạm ứng,28.116.569.085,11.989.717.067,28116569085.0,11989717067.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,74.314.488.778,53.559.486.327,74314488778.0,53559486327.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",3.515.657.458,2.996.466.634,3515657458.0,2996466634.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,70.798.831.320,50.563.019.693,70798831320.0,50563019693.0
"Cảm cổ, thể chấp, ký cược, ký quỹ ngắn hạn","Cảm cổ, thể chấp, ký cược, ký quỹ ngắn hạn","Cảm cổ, thể chấp, ký cược, ký quỹ ngắn hạn",365.116.300,3.832.647.350,365116300.0,3832647350.0
Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),504.363.766,597.877.333,504363766.0,597877333.0
Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,2.275.883.968,2.034.798.400,2275883968.0,2034798400.0
- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,1.217.353.068,883.944.800,1217353068.0,883944800.0
- Khác,- Khác,- Khác,1.058.530.900,1.150.853.600,1058530900.0,1150853600.0
"Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ",4.458.362.981,3.314.801.546,4458362981.0,3314801546.0
Tổng cộng,Tổng cộng,Tổng cộng,110.034.784.878,75.329.328.023,110034784878.0,75329328023.0
