row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty Quốc tế SSI,Công ty Quốc tế SSI,Công ty Quốc tế SSI,Thành lập tại Hoa Kỳ theo Đăng ký Kinh doanh số 090813396 - 4724807 ngày 27 tháng 08 năm 2009.,Kinh doanh bắt động sản,"18.499.870,31 USD","76,15%",,,,0.7615000000000001
Công ty Cổ phần Công nghệ số SSI,Công ty Cổ phần Công nghệ số SSI,Công ty Cổ phần Công nghệ số SSI,"Giấy chứng nhận Đăng ký Doanh nghiệp Công ty Cổ phần do Sở Kế hoạch và Đầu tư Hà Nội cấp. Ban đầu, Công ty hoạt động theo Giấy Chứng nhận Đăng ký Kinh doanh số 0109944126 ngày 25 tháng 03 năm 2022.","Nghiên cứu khoa học và phát triển công nghệ Tư vấn quản lý, lập trình...",200 tỷ VND,"68,54%",,,,0.6854
