row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,3.494.467.781.872,4.253.461.407.737,,,3494467781872.0,4253461407737.0
210,210,210,I. Tài sản tài chính dài hạn,,2.773.073.277.309,3.689.345.130.340,,,2773073277309.0,3689345130340.0
212,212,212,1. Các khoản đầu tư,11,2.773.073.277.309,3.689.345.130.340,,11.0,2773073277309.0,3689345130340.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,2.156.468.315.100,3.086.855.720.098,,,2156468315100.0,3086855720098.0
212.3,212.3,212.3,"1.2. Đầu tư vào công ty liên doanh, liên kết",,616.604.962.209,602.489.410.242,,,616604962209.0,602489410242.0
220,220,220,II. Tài sản cố định,,281.930.596.475,188.965.446.921,,,281930596475.0,188965446921.0
221,221,221,1. Tài sản cố định hữu hình,12,181.650.691.412,135.989.246.335,,12.0,181650691412.0,135989246335.0
222,222,222,1.1. Nguyễn giá,,365.210.728.483,296.700.537.203,,,365210728483.0,296700537203.0
223a,223a,223a,1.2. Giá trị hao mòn lũy kế,,(183.560.037.071),(160.711.290.868),,,-183560037071.0,-160711290868.0
227,227,227,2. Tài sản cố định vô hình,13,100.279.905.063,52.976.200.586,,13.0,100279905063.0,52976200586.0
228,228,228,2.1. Nguyên giá,,237.335.021.233,161.432.772.500,,,237335021233.0,161432772500.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(137.055.116.170),(108.456.571.914),,,-137055116170.0,-108456571914.0
230,230,230,III. Bất động sản đầu tư,14,265.112.905.732,233.184.318.475,,14.0,265112905732.0,233184318475.0
231,231,231,1. Nguyên giá,,365.497.402.113,320.664.842.428,,,365497402113.0,320664842428.0
232a,232a,232a,2. Giá trị hao mòn lũy kế,,(100.384.496.381),(87.480.523.953),,,-100384496381.0,-87480523953.0
240,240,240,IV. Chi phí xây dựng cơ bản dở dang,15,25.900.319.841,34.927.073.550,,15.0,25900319841.0,34927073550.0
250,250,250,V. Tài sản dài hạn khác,,148.450.682.515,107.039.438.451,,,148450682515.0,107039438451.0
251,251,251,"1. Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",16,33.856.918.392,32.586.638.490,,16.0,33856918392.0,32586638490.0
252,252,252,2. Chi phí trả trước dài hạn,17,53.000.229.779,24.502.030.428,,17.0,53000229779.0,24502030428.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,18,22.684.275.253,14.950.769.533,,18.0,22684275253.0,14950769533.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,19,20.000.000.000,20.000.000.000,,19.0,20000000000.0,20000000000.0
255,255,255,5. Tài sản dài hạn khác,,18.909.259.091,15.000.000.000,,,18909259091.0,15000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,52.226.382.886.481,50.793.056.562.082,,,52226382886481.0,50793056562082.0
