row_label_raw,row_label_full,1. Lợi nhuận đã thực hiện chưa phân phối năm trước (tại 1/1/2022 và 1/1/2021) > 2. Lỗ chưa thực hiện cuối năm (tại 31/12/2022 và 31/12/2021) > 3. Lợi nhuận đã thực hiện trong năm > 4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn tính đến cuối năm ((4)=(1)+(2)+(3)),Năm nay > 2.798.808.974.439 > (137.330.829.893) > 2.461.131.643.480 > 5.122.609.788.026,Đơn vị tính: VNDNăm trước > 2.660.148.273.194 > (56.827.577.489) > 2.584.889.227.021 > 5.188.209.922.726,numeric__Năm nay > 2.798.808.974.439 > (137.330.829.893) > 2.461.131.643.480 > 5.122.609.788.026,numeric__Đơn vị tính: VNDNăm trước > 2.660.148.273.194 > (56.827.577.489) > 2.584.889.227.021 > 5.188.209.922.726
"5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng",(185.242.719.579)-,(198.058.226.324)(58.252.419.507)(58.252.419.507),,
"5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng > 5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng",(185.242.719.579),(81.553.387.310),-185242719579.0,-81553387310.0
6. Các khoản khác làm tăng/(giảm) lợi nhuận chưa phân phối,"5. Số trích các quỹ từ lợi nhuận- Quỹ dự trữ bổ sung vốn điều lệ- Quỹ dự phòng tài chính và rủi ro nghiệp vụ- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng > 6. Các khoản khác làm tăng/(giảm) lợi nhuận chưa phân phối",6. Các khoản khác làm tăng/(giảm) lợi nhuận chưa phân phối,(1.813.214.691),31.957.963.865,-1813214691.0,31957963865.0
7. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCĐ- Phát hành cổ phiếu trả cổ tức- Trả cổ tức bằng tiền,7. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCĐ- Phát hành cổ phiếu trả cổ tức- Trả cổ tức bằng tiền,7. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCĐ- Phát hành cổ phiếu trả cổ tức- Trả cổ tức bằng tiền,(992.760.231.000)-,(2.280.128.263.317)(1.634.267.279.317)(645.860.984.000),,
Lợi nhuận tối đa còn có thể phân phối,7. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCĐ- Phát hành cổ phiếu trả cổ tức- Trả cổ tức bằng tiền > Lợi nhuận tối đa còn có thể phân phối,Lợi nhuận tối đa còn có thể phân phối,3.942.793.622.756,2.741.981.396.950,3942793622756.0,2741981396950.0
