row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,344.101.936.315,457.520.134.607,344101936315.0,457520134607.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,41.971.968.707,39.982.985.714,41971968707.0,39982985714.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,764.546.096.114,952.566.697.517,764546096114.0,952566697517.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",38.840.843.250,29.567.039.670,38840843250.0,29567039670.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.306.518.241,920.653.356,1306518241.0,920653356.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",11.312.372.975,4.706.107.124,11312372975.0,4706107124.0
"Chi phí khấu hao TSCĐ, BĐSDT","Chi phí khấu hao TSCĐ, BĐSDT","Chi phí khấu hao TSCĐ, BĐSDT",57.004.559.636,44.310.595.049,57004559636.0,44310595049.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,75.000.000,50.000.000,75000000.0,50000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,331.081.122.989,188.231.940.327,331081122989.0,188231940327.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,72.720.002.130,60.473.564.831,72720002130.0,60473564831.0
Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,,347.976.082,,347976082.0
Chi phí khác,Chi phí khác,Chi phí khác,31.494.093.395,20.892.704.945,31494093395.0,20892704945.0
Tổng cộng,Tổng cộng,Tổng cộng,1.694.454.513.752,1.799.570.399.222,1694454513752.0,1799570399222.0
